"","code","coding_system","description","entity","list_name","upload_date","QOF","analysis"
"442","250 C","OXMIS","RETINOPATHY DIABETIC","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"443","250 CT","OXMIS","DIABETIC CATARACT","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"444","250 DC","OXMIS","DIETARY CONTROL DIABETES","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"445","250 DR","OXMIS","DIABETIC DIARRHOEA","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"446","250 E","OXMIS","HYPOGLYCAEMIA IN DIABETES MELLITUS","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"447","250 ED","OXMIS","HYPOGLYCAEMICS ORAL DIABETES","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"448","250 F","OXMIS","NEUROPATHY DIABETIC","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"449","250 G","OXMIS","ULCER DIABETIC","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"450","250 GA","OXMIS","GANGRENE DIABETIC","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"451","250 H","OXMIS","COMA DIABETIC","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"452","250 HC","OXMIS","HYPOGLYCAEMIC COMA DIABETIC","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"453","250 HP","OXMIS","PRECOMA DIABETIC","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"454","250 JA","OXMIS","DIABETIC ACIDOSIS","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"455","250 JE","OXMIS","DIABETIC ACETONAEMIA","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"456","250 JK","OXMIS","KETOACIDOSIS DIABETIC","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"457","250 JL","OXMIS","KETOSIS DIABETIC","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"458","250 K","OXMIS","DIABETES CHEMICAL (ABNORMAL BIOCHEMISTRY","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"459","250 LG","OXMIS","DIABETIC GLOMERULOSCLEROSIS","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"460","250 M","OXMIS","CHARCOT'S DIABETIC ARTHROPATHY","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"461","250 N","OXMIS","DIABETIC NEPHROPATHY","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"462","250 NH","OXMIS","HYPEROSMOLAR DIABETIC STATE","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"463","250 NT","OXMIS","UNSTABLE DIABETIC","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"464","250 PG","OXMIS","DIABETES PREGNANCY","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"465","250 PR","OXMIS","PRURITUS DIABETIC","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
