"","code","coding_system","description","entity","list_name","upload_date","notes"
"520","B327800","Read","Malignant melanoma of toe","diagnostic","6 - Cancer","2013-10-31","required"
"521","B327900","Read","Malignant melanoma of great toe","diagnostic","6 - Cancer","2013-10-31","required"
"522","B327z00","Read","Malignant melanoma of lower limb or hip NOS","diagnostic","6 - Cancer","2013-10-31","required"
"523","B32y.00","Read","Malignant melanoma of other specified skin site","diagnostic","6 - Cancer","2013-10-31","required"
"524","B32y000","Read","Overlapping malignant melanoma of skin","diagnostic","6 - Cancer","2013-10-31","required"
"525","B32z.00","Read","Malignant melanoma of skin NOS","diagnostic","6 - Cancer","2013-10-31","required"
"526","B34..00","Read","Malignant neoplasm of female breast","diagnostic","6 - Cancer","2013-10-31","required"
"527","B340.00","Read","Malignant neoplasm of nipple and areola of female breast","diagnostic","6 - Cancer","2013-10-31","required"
"528","B340000","Read","Malignant neoplasm of nipple of female breast","diagnostic","6 - Cancer","2013-10-31","required"
"529","B340100","Read","Malignant neoplasm of areola of female breast","diagnostic","6 - Cancer","2013-10-31","required"
"530","B340z00","Read","Malignant neoplasm of nipple or areola of female breast NOS","diagnostic","6 - Cancer","2013-10-31","required"
"531","B341.00","Read","Malignant neoplasm of central part of female breast","diagnostic","6 - Cancer","2013-10-31","required"
"532","B34..11","Read","Ca female breast","diagnostic","6 - Cancer","2013-10-31","required"
"533","B342.00","Read","Malignant neoplasm of upper-inner quadrant of female breast","diagnostic","6 - Cancer","2013-10-31","required"
"534","B343.00","Read","Malignant neoplasm of lower-inner quadrant of female breast","diagnostic","6 - Cancer","2013-10-31","required"
"535","B344.00","Read","Malignant neoplasm of upper-outer quadrant of female breast","diagnostic","6 - Cancer","2013-10-31","required"
"536","B345.00","Read","Malignant neoplasm of lower-outer quadrant of female breast","diagnostic","6 - Cancer","2013-10-31","required"
"537","B346.00","Read","Malignant neoplasm of axillary tail of female breast","diagnostic","6 - Cancer","2013-10-31","required"
"538","B347.00","Read","Malignant neoplasm; overlapping lesion of breast","diagnostic","6 - Cancer","2013-10-31","required"
"539","B34y.00","Read","Malignant neoplasm of other site of female breast","diagnostic","6 - Cancer","2013-10-31","required"
"540","B34y000","Read","Malignant neoplasm of ectopic site of female breast","diagnostic","6 - Cancer","2013-10-31","required"
"541","B34yz00","Read","Malignant neoplasm of other site of female breast NOS","diagnostic","6 - Cancer","2013-10-31","required"
"542","B34z.00","Read","Malignant neoplasm of female breast NOS","diagnostic","6 - Cancer","2013-10-31","required"
"543","B35..00","Read","Malignant neoplasm of male breast","diagnostic","6 - Cancer","2013-10-31","required"
"544","B350.00","Read","Malignant neoplasm of nipple and areola of male breast","diagnostic","6 - Cancer","2013-10-31","required"
"545","B350000","Read","Malignant neoplasm of nipple of male breast","diagnostic","6 - Cancer","2013-10-31","required"
"546","B350100","Read","Malignant neoplasm of areola of male breast","diagnostic","6 - Cancer","2013-10-31","required"
"547","B35z.00","Read","Malignant neoplasm of other site of male breast","diagnostic","6 - Cancer","2013-10-31","required"
"548","B35z000","Read","Malignant neoplasm of ectopic site of male breast","diagnostic","6 - Cancer","2013-10-31","required"
"549","B35zz00","Read","Malignant neoplasm of male breast NOS","diagnostic","6 - Cancer","2013-10-31","required"
"550","B3y..00","Read","Malig neop of bone; connective tissue; skin and breast OS","diagnostic","6 - Cancer","2013-10-31","required"
"551","B3z..00","Read","Malig neop of bone; connective tissue; skin and breast NOS","diagnostic","6 - Cancer","2013-10-31","required"
"552","B4...00","Read","Malignant neoplasm of genitourinary organ","diagnostic","6 - Cancer","2013-10-31","required"
"553","B40..00","Read","Malignant neoplasm of uterus; part unspecified","diagnostic","6 - Cancer","2013-10-31","required"
"554","B41..00","Read","Malignant neoplasm of cervix uteri","diagnostic","6 - Cancer","2013-10-31","required"
"555","B410.00","Read","Malignant neoplasm of endocervix","diagnostic","6 - Cancer","2013-10-31","required"
"556","B410000","Read","Malignant neoplasm of endocervical canal","diagnostic","6 - Cancer","2013-10-31","required"
"557","B410100","Read","Malignant neoplasm of endocervical gland","diagnostic","6 - Cancer","2013-10-31","required"
"558","B410z00","Read","Malignant neoplasm of endocervix NOS","diagnostic","6 - Cancer","2013-10-31","required"
"559","B4...11","Read","Carcinoma of genitourinary organ","diagnostic","6 - Cancer","2013-10-31","required"
"560","B411.00","Read","Malignant neoplasm of exocervix","diagnostic","6 - Cancer","2013-10-31","required"
"561","B41..11","Read","Cervical carcinoma (uterus)","diagnostic","6 - Cancer","2013-10-31","required"
"562","B412.00","Read","Malignant neoplasm; overlapping lesion of cervix uteri","diagnostic","6 - Cancer","2013-10-31","required"
"563","B41y.00","Read","Malignant neoplasm of other site of cervix","diagnostic","6 - Cancer","2013-10-31","required"
"564","B41y000","Read","Malignant neoplasm of cervical stump","diagnostic","6 - Cancer","2013-10-31","required"
"565","B41y100","Read","Malignant neoplasm of squamocolumnar junction of cervix","diagnostic","6 - Cancer","2013-10-31","required"
"566","B41yz00","Read","Malignant neoplasm of other site of cervix NOS","diagnostic","6 - Cancer","2013-10-31","required"
"567","B41z.00","Read","Malignant neoplasm of cervix uteri NOS","diagnostic","6 - Cancer","2013-10-31","required"
"568","B42..00","Read","Malignant neoplasm of placenta","diagnostic","6 - Cancer","2013-10-31","required"
"569","B420.00","Read","Choriocarcinoma","diagnostic","6 - Cancer","2013-10-31","required"
"570","B43..00","Read","Malignant neoplasm of body of uterus","diagnostic","6 - Cancer","2013-10-31","required"
"571","B430.00","Read","Malignant neoplasm of corpus uteri; excluding isthmus","diagnostic","6 - Cancer","2013-10-31","required"
"572","B430000","Read","Malignant neoplasm of cornu of corpus uteri","diagnostic","6 - Cancer","2013-10-31","required"
"573","B430100","Read","Malignant neoplasm of fundus of corpus uteri","diagnostic","6 - Cancer","2013-10-31","required"
"574","B430200","Read","Malignant neoplasm of endometrium of corpus uteri","diagnostic","6 - Cancer","2013-10-31","required"
"575","B430211","Read","Malignant neoplasm of endometrium","diagnostic","6 - Cancer","2013-10-31","required"
"576","B430300","Read","Malignant neoplasm of myometrium of corpus uteri","diagnostic","6 - Cancer","2013-10-31","required"
"577","B430z00","Read","Malignant neoplasm of corpus uteri NOS","diagnostic","6 - Cancer","2013-10-31","required"
"578","B431.00","Read","Malignant neoplasm of isthmus of uterine body","diagnostic","6 - Cancer","2013-10-31","required"
"579","B431000","Read","Malignant neoplasm of lower uterine segment","diagnostic","6 - Cancer","2013-10-31","required"
"580","B431z00","Read","Malignant neoplasm of isthmus of uterine body NOS","diagnostic","6 - Cancer","2013-10-31","required"
"581","B432.00","Read","Malignant neoplasm of overlapping lesion of corpus uteri","diagnostic","6 - Cancer","2013-10-31","required"
"582","B43y.00","Read","Malignant neoplasm of other site of uterine body","diagnostic","6 - Cancer","2013-10-31","required"
"583","B43z.00","Read","Malignant neoplasm of body of uterus NOS","diagnostic","6 - Cancer","2013-10-31","required"
"584","B44..00","Read","Malignant neoplasm of ovary and other uterine adnexa","diagnostic","6 - Cancer","2013-10-31","required"
"585","B440.00","Read","Malignant neoplasm of ovary","diagnostic","6 - Cancer","2013-10-31","required"
"586","B440.11","Read","Cancer of ovary","diagnostic","6 - Cancer","2013-10-31","required"
"587","B441.00","Read","Malignant neoplasm of fallopian tube","diagnostic","6 - Cancer","2013-10-31","required"
"588","B442.00","Read","Malignant neoplasm of broad ligament","diagnostic","6 - Cancer","2013-10-31","required"
"589","B443.00","Read","Malignant neoplasm of parametrium","diagnostic","6 - Cancer","2013-10-31","required"
"590","B44y.00","Read","Malignant neoplasm of other site of uterine adnexa","diagnostic","6 - Cancer","2013-10-31","required"
"591","B44z.00","Read","Malignant neoplasm of uterine adnexa NOS","diagnostic","6 - Cancer","2013-10-31","required"
"592","B45..00","Read","Malig neop of other and unspecified female genital organs","diagnostic","6 - Cancer","2013-10-31","required"
"593","B450.00","Read","Malignant neoplasm of vagina","diagnostic","6 - Cancer","2013-10-31","required"
"594","B450100","Read","Malignant neoplasm of vaginal vault","diagnostic","6 - Cancer","2013-10-31","required"
"595","B450z00","Read","Malignant neoplasm of vagina NOS","diagnostic","6 - Cancer","2013-10-31","required"
"596","B451.00","Read","Malignant neoplasm of labia majora","diagnostic","6 - Cancer","2013-10-31","required"
"597","B451000","Read","Malignant neoplasm of greater vestibular (Bartholin's) gland","diagnostic","6 - Cancer","2013-10-31","required"
"598","B451z00","Read","Malignant neoplasm of labia majora NOS","diagnostic","6 - Cancer","2013-10-31","required"
"599","B452.00","Read","Malignant neoplasm of labia minora","diagnostic","6 - Cancer","2013-10-31","required"
"600","B453.00","Read","Malignant neoplasm of clitoris","diagnostic","6 - Cancer","2013-10-31","required"
"601","B454.00","Read","Malignant neoplasm of vulva unspecified","diagnostic","6 - Cancer","2013-10-31","required"
"602","B454.11","Read","Primary vulval cancer","diagnostic","6 - Cancer","2013-10-31","required"
"603","B45X.00","Read","Malignant neoplasm/overlapping lesion/feml genital organs","diagnostic","6 - Cancer","2013-10-31","required"
"604","B45y.00","Read","Malignant neoplasm of other specified female genital organ","diagnostic","6 - Cancer","2013-10-31","required"
"605","B45y000","Read","Malignant neoplasm of overlapping lesion of vulva","diagnostic","6 - Cancer","2013-10-31","required"
"606","B45z.00","Read","Malignant neoplasm of female genital organ NOS","diagnostic","6 - Cancer","2013-10-31","required"
"607","B46..00","Read","Malignant neoplasm of prostate","diagnostic","6 - Cancer","2013-10-31","required"
"608","B47..00","Read","Malignant neoplasm of testis","diagnostic","6 - Cancer","2013-10-31","required"
"609","B470.00","Read","Malignant neoplasm of undescended testis","diagnostic","6 - Cancer","2013-10-31","required"
"610","B470200","Read","Seminoma of undescended testis","diagnostic","6 - Cancer","2013-10-31","required"
"611","B470300","Read","Teratoma of undescended testis","diagnostic","6 - Cancer","2013-10-31","required"
"612","B470z00","Read","Malignant neoplasm of undescended testis NOS","diagnostic","6 - Cancer","2013-10-31","required"
"613","B471.00","Read","Malignant neoplasm of descended testis","diagnostic","6 - Cancer","2013-10-31","required"
"614","B471000","Read","Seminoma of descended testis","diagnostic","6 - Cancer","2013-10-31","required"
"615","B471100","Read","Teratoma of descended testis","diagnostic","6 - Cancer","2013-10-31","required"
"616","B471z00","Read","Malignant neoplasm of descended testis NOS","diagnostic","6 - Cancer","2013-10-31","required"
"617","B47z.00","Read","Malignant neoplasm of testis NOS","diagnostic","6 - Cancer","2013-10-31","required"
"618","B47z.11","Read","Seminoma of testis","diagnostic","6 - Cancer","2013-10-31","required"
"619","B47z.12","Read","Teratoma of testis","diagnostic","6 - Cancer","2013-10-31","required"
"620","B48..00","Read","Malignant neoplasm of penis and other male genital organs","diagnostic","6 - Cancer","2013-10-31","required"
"621","B480.00","Read","Malignant neoplasm of prepuce (foreskin)","diagnostic","6 - Cancer","2013-10-31","required"
"622","B481.00","Read","Malignant neoplasm of glans penis","diagnostic","6 - Cancer","2013-10-31","required"
"623","B482.00","Read","Malignant neoplasm of body of penis","diagnostic","6 - Cancer","2013-10-31","required"
"624","B483.00","Read","Malignant neoplasm of penis; part unspecified","diagnostic","6 - Cancer","2013-10-31","required"
"625","B484.00","Read","Malignant neoplasm of epididymis","diagnostic","6 - Cancer","2013-10-31","required"
"626","B485.00","Read","Malignant neoplasm of spermatic cord","diagnostic","6 - Cancer","2013-10-31","required"
"627","B486.00","Read","Malignant neoplasm of scrotum","diagnostic","6 - Cancer","2013-10-31","required"
"628","B487.00","Read","Malignant neoplasm; overlapping lesion of penis","diagnostic","6 - Cancer","2013-10-31","required"
"629","B48y.00","Read","Malignant neoplasm of other male genital organ","diagnostic","6 - Cancer","2013-10-31","required"
"630","B48y000","Read","Malignant neoplasm of seminal vesicle","diagnostic","6 - Cancer","2013-10-31","required"
"631","B48y100","Read","Malignant neoplasm of tunica vaginalis","diagnostic","6 - Cancer","2013-10-31","required"
"632","B48y200","Read","Malignant neoplasm; overlapping lesion male genital orgs","diagnostic","6 - Cancer","2013-10-31","required"
"633","B48yz00","Read","Malignant neoplasm of other male genital organ NOS","diagnostic","6 - Cancer","2013-10-31","required"
"634","B48z.00","Read","Malignant neoplasm of penis and other male genital organ NOS","diagnostic","6 - Cancer","2013-10-31","required"
"635","B49..00","Read","Malignant neoplasm of urinary bladder","diagnostic","6 - Cancer","2013-10-31","required"
"636","B490.00","Read","Malignant neoplasm of trigone of urinary bladder","diagnostic","6 - Cancer","2013-10-31","required"
"637","B491.00","Read","Malignant neoplasm of dome of urinary bladder","diagnostic","6 - Cancer","2013-10-31","required"
"638","B492.00","Read","Malignant neoplasm of lateral wall of urinary bladder","diagnostic","6 - Cancer","2013-10-31","required"
"639","B493.00","Read","Malignant neoplasm of anterior wall of urinary bladder","diagnostic","6 - Cancer","2013-10-31","required"
"640","B494.00","Read","Malignant neoplasm of posterior wall of urinary bladder","diagnostic","6 - Cancer","2013-10-31","required"
"641","B495.00","Read","Malignant neoplasm of bladder neck","diagnostic","6 - Cancer","2013-10-31","required"
"642","B496.00","Read","Malignant neoplasm of ureteric orifice","diagnostic","6 - Cancer","2013-10-31","required"
"643","B497.00","Read","Malignant neoplasm of urachus","diagnostic","6 - Cancer","2013-10-31","required"
"644","B49y.00","Read","Malignant neoplasm of other site of urinary bladder","diagnostic","6 - Cancer","2013-10-31","required"
"645","B49y000","Read","Malignant neoplasm; overlapping lesion of bladder","diagnostic","6 - Cancer","2013-10-31","required"
"646","B49z.00","Read","Malignant neoplasm of urinary bladder NOS","diagnostic","6 - Cancer","2013-10-31","required"
"647","B4A..00","Read","Malig neop of kidney and other unspecified urinary organs","diagnostic","6 - Cancer","2013-10-31","required"
"648","B4A0.00","Read","Malignant neoplasm of kidney parenchyma","diagnostic","6 - Cancer","2013-10-31","required"
"649","B4A0000","Read","Hypernephroma","diagnostic","6 - Cancer","2013-10-31","required"
"650","B4A1.00","Read","Malignant neoplasm of renal pelvis","diagnostic","6 - Cancer","2013-10-31","required"
"651","B4A1000","Read","Malignant neoplasm of renal calyces","diagnostic","6 - Cancer","2013-10-31","required"
"652","B4A..11","Read","Renal malignant neoplasm","diagnostic","6 - Cancer","2013-10-31","required"
"653","B4A1100","Read","Malignant neoplasm of ureteropelvic junction","diagnostic","6 - Cancer","2013-10-31","required"
"654","B4A1z00","Read","Malignant neoplasm of renal pelvis NOS","diagnostic","6 - Cancer","2013-10-31","required"
"655","B4A2.00","Read","Malignant neoplasm of ureter","diagnostic","6 - Cancer","2013-10-31","required"
"656","B4A3.00","Read","Malignant neoplasm of urethra","diagnostic","6 - Cancer","2013-10-31","required"
"657","B4A4.00","Read","Malignant neoplasm of paraurethral glands","diagnostic","6 - Cancer","2013-10-31","required"
"658","B4Ay.00","Read","Malignant neoplasm of other urinary organs","diagnostic","6 - Cancer","2013-10-31","required"
"659","B4Ay000","Read","Malignant neoplasm of overlapping lesion of urinary organs","diagnostic","6 - Cancer","2013-10-31","required"
"660","B4Az.00","Read","Malignant neoplasm of kidney or urinary organs NOS","diagnostic","6 - Cancer","2013-10-31","required"
"661","B4y..00","Read","Malignant neoplasm of genitourinary organ OS","diagnostic","6 - Cancer","2013-10-31","required"
"662","B4z..00","Read","Malignant neoplasm of genitourinary organ NOS","diagnostic","6 - Cancer","2013-10-31","required"
"663","B5...00","Read","Malignant neoplasm of other and unspecified sites","diagnostic","6 - Cancer","2013-10-31","required"
"664","B50..00","Read","Malignant neoplasm of eye","diagnostic","6 - Cancer","2013-10-31","required"
"665","B500.00","Read","Malig neop eyeball excl conjunctiva; cornea; retina; choroid","diagnostic","6 - Cancer","2013-10-31","required"
"666","B500000","Read","Malignant neoplasm of ciliary body","diagnostic","6 - Cancer","2013-10-31","required"
"667","B500100","Read","Malignant neoplasm of iris","diagnostic","6 - Cancer","2013-10-31","required"
"668","B500z00","Read","Malignant neoplasm of eyeball NOS","diagnostic","6 - Cancer","2013-10-31","required"
"669","B501.00","Read","Malignant neoplasm of orbit","diagnostic","6 - Cancer","2013-10-31","required"
"670","B501000","Read","Malignant neoplasm of connective tissue of orbit","diagnostic","6 - Cancer","2013-10-31","required"
"671","B501z00","Read","Malignant neoplasm of orbit NOS","diagnostic","6 - Cancer","2013-10-31","required"
"672","B502.00","Read","Malignant neoplasm of lacrimal gland","diagnostic","6 - Cancer","2013-10-31","required"
"673","B503.00","Read","Malignant neoplasm of conjunctiva","diagnostic","6 - Cancer","2013-10-31","required"
"674","B504.00","Read","Malignant neoplasm of cornea","diagnostic","6 - Cancer","2013-10-31","required"
"675","B505.00","Read","Malignant neoplasm of retina","diagnostic","6 - Cancer","2013-10-31","required"
"676","B506.00","Read","Malignant neoplasm of choroid","diagnostic","6 - Cancer","2013-10-31","required"
"677","B507.00","Read","Malignant neoplasm of lacrimal duct","diagnostic","6 - Cancer","2013-10-31","required"
"678","B507000","Read","Malignant neoplasm of lacrimal sac","diagnostic","6 - Cancer","2013-10-31","required"
"679","B507100","Read","Malignant neoplasm of nasolacrimal duct","diagnostic","6 - Cancer","2013-10-31","required"
"680","B508.00","Read","Malignant neoplasm; overlapping lesion of eye and adnexa","diagnostic","6 - Cancer","2013-10-31","required"
"681","B50y.00","Read","Malignant neoplasm of other specified site of eye","diagnostic","6 - Cancer","2013-10-31","required"
"682","B50z.00","Read","Malignant neoplasm of eye NOS","diagnostic","6 - Cancer","2013-10-31","required"
"683","B51..00","Read","Malignant neoplasm of brain","diagnostic","6 - Cancer","2013-10-31","required"
"684","B510.00","Read","Malignant neoplasm cerebrum (excluding lobes and ventricles)","diagnostic","6 - Cancer","2013-10-31","required"
"685","B510000","Read","Malignant neoplasm of basal ganglia","diagnostic","6 - Cancer","2013-10-31","required"
"686","B510100","Read","Malignant neoplasm of cerebral cortex","diagnostic","6 - Cancer","2013-10-31","required"
"687","B510300","Read","Malignant neoplasm of globus pallidus","diagnostic","6 - Cancer","2013-10-31","required"
"688","B510400","Read","Malignant neoplasm of hypothalamus","diagnostic","6 - Cancer","2013-10-31","required"
"689","B510500","Read","Malignant neoplasm of thalamus","diagnostic","6 - Cancer","2013-10-31","required"
"690","B510z00","Read","Malignant neoplasm of cerebrum NOS","diagnostic","6 - Cancer","2013-10-31","required"
"691","B5...11","Read","Carcinoma of other and unspecified sites","diagnostic","6 - Cancer","2013-10-31","required"
"692","B511.00","Read","Malignant neoplasm of frontal lobe","diagnostic","6 - Cancer","2013-10-31","required"
"693","B51..11","Read","Cerebral tumour - malignant","diagnostic","6 - Cancer","2013-10-31","required"
"694","B512.00","Read","Malignant neoplasm of temporal lobe","diagnostic","6 - Cancer","2013-10-31","required"
"695","B512000","Read","Malignant neoplasm of hippocampus","diagnostic","6 - Cancer","2013-10-31","required"
"696","B512z00","Read","Malignant neoplasm of temporal lobe NOS","diagnostic","6 - Cancer","2013-10-31","required"
"697","B513.00","Read","Malignant neoplasm of parietal lobe","diagnostic","6 - Cancer","2013-10-31","required"
"698","B514.00","Read","Malignant neoplasm of occipital lobe","diagnostic","6 - Cancer","2013-10-31","required"
"699","B515.00","Read","Malignant neoplasm of cerebral ventricles","diagnostic","6 - Cancer","2013-10-31","required"
"700","B515000","Read","Malignant neoplasm of choroid plexus","diagnostic","6 - Cancer","2013-10-31","required"
"701","B516.00","Read","Malignant neoplasm of cerebellum","diagnostic","6 - Cancer","2013-10-31","required"
"702","B517.00","Read","Malignant neoplasm of brain stem","diagnostic","6 - Cancer","2013-10-31","required"
"703","B517000","Read","Malignant neoplasm of cerebral peduncle","diagnostic","6 - Cancer","2013-10-31","required"
"704","B517100","Read","Malignant neoplasm of medulla oblongata","diagnostic","6 - Cancer","2013-10-31","required"
"705","B517200","Read","Malignant neoplasm of midbrain","diagnostic","6 - Cancer","2013-10-31","required"
"706","B517300","Read","Malignant neoplasm of pons","diagnostic","6 - Cancer","2013-10-31","required"
"707","B517z00","Read","Malignant neoplasm of brain stem NOS","diagnostic","6 - Cancer","2013-10-31","required"
"708","B51y.00","Read","Malignant neoplasm of other parts of brain","diagnostic","6 - Cancer","2013-10-31","required"
"709","B51y000","Read","Malignant neoplasm of corpus callosum","diagnostic","6 - Cancer","2013-10-31","required"
"710","B51y200","Read","Malignant neoplasm; overlapping lesion of brain","diagnostic","6 - Cancer","2013-10-31","required"
"711","B51yz00","Read","Malignant neoplasm of other part of brain NOS","diagnostic","6 - Cancer","2013-10-31","required"
"712","B51z.00","Read","Malignant neoplasm of brain NOS","diagnostic","6 - Cancer","2013-10-31","required"
"713","B52..00","Read","Malig neop of other and unspecified parts of nervous system","diagnostic","6 - Cancer","2013-10-31","required"
"714","B520.00","Read","Malignant neoplasm of cranial nerves","diagnostic","6 - Cancer","2013-10-31","required"
"715","B520000","Read","Malignant neoplasm of olfactory bulb","diagnostic","6 - Cancer","2013-10-31","required"
"716","B520100","Read","Malignant neoplasm of optic nerve","diagnostic","6 - Cancer","2013-10-31","required"
"717","B520200","Read","Malignant neoplasm of acoustic nerve","diagnostic","6 - Cancer","2013-10-31","required"
"718","B520z00","Read","Malignant neoplasm of cranial nerves NOS","diagnostic","6 - Cancer","2013-10-31","required"
"719","B521.00","Read","Malignant neoplasm of cerebral meninges","diagnostic","6 - Cancer","2013-10-31","required"
"720","B521z00","Read","Malignant neoplasm of cerebral meninges NOS","diagnostic","6 - Cancer","2013-10-31","required"
"721","B522.00","Read","Malignant neoplasm of spinal cord","diagnostic","6 - Cancer","2013-10-31","required"
"722","B523.00","Read","Malignant neoplasm of spinal meninges","diagnostic","6 - Cancer","2013-10-31","required"
"723","B523z00","Read","Malignant neoplasm of spinal meninges NOS","diagnostic","6 - Cancer","2013-10-31","required"
"724","B524.00","Read","Malig neopl peripheral nerves and autonomic nervous system","diagnostic","6 - Cancer","2013-10-31","required"
"725","B524000","Read","Malignant neoplasm of peripheral nerves of head; face & neck","diagnostic","6 - Cancer","2013-10-31","required"
"726","B524100","Read","Malignant neoplasm of peripheral nerve;upp limb;incl should","diagnostic","6 - Cancer","2013-10-31","required"
"727","B524200","Read","Malignant neoplasm of peripheral nerve of low limb; incl hip","diagnostic","6 - Cancer","2013-10-31","required"
"728","B524300","Read","Malignant neoplasm of peripheral nerve of thorax","diagnostic","6 - Cancer","2013-10-31","required"
"729","B524400","Read","Malignant neoplasm of peripheral nerve of abdomen","diagnostic","6 - Cancer","2013-10-31","required"
"730","B524500","Read","Malignant neoplasm of peripheral nerve of pelvis","diagnostic","6 - Cancer","2013-10-31","required"
"731","B524600","Read","Malignant neoplasm;overlap lesion periph nerve & auton ns","diagnostic","6 - Cancer","2013-10-31","required"
"732","B525.00","Read","Malignant neoplasm of cauda equina","diagnostic","6 - Cancer","2013-10-31","required"
"733","B52W.00","Read","Malig neopl; overlap lesion brain & other part of CNS","diagnostic","6 - Cancer","2013-10-31","required"
"734","B52X.00","Read","Malignant neoplasm of meninges; unspecified","diagnostic","6 - Cancer","2013-10-31","required"
"735","B52y.00","Read","Malignant neoplasm of other specified part of nervous system","diagnostic","6 - Cancer","2013-10-31","required"
"736","B52z.00","Read","Malignant neoplasm of nervous system NOS","diagnostic","6 - Cancer","2013-10-31","required"
"737","B53..00","Read","Malignant neoplasm of thyroid gland","diagnostic","6 - Cancer","2013-10-31","required"
"738","B54..00","Read","Malig neop of other endocrine glands and related structures","diagnostic","6 - Cancer","2013-10-31","required"
"739","B540.00","Read","Malignant neoplasm of adrenal gland","diagnostic","6 - Cancer","2013-10-31","required"
"740","B540000","Read","Malignant neoplasm of adrenal cortex","diagnostic","6 - Cancer","2013-10-31","required"
"741","B540100","Read","Malignant neoplasm of adrenal medulla","diagnostic","6 - Cancer","2013-10-31","required"
"742","B540.11","Read","Phaeochromocytoma","diagnostic","6 - Cancer","2013-10-31","required"
"743","B540z00","Read","Malignant neoplasm of adrenal gland NOS","diagnostic","6 - Cancer","2013-10-31","required"
"744","B541.00","Read","Malignant neoplasm of parathyroid gland","diagnostic","6 - Cancer","2013-10-31","required"
"745","B542.00","Read","Malignant neoplasm pituitary gland and craniopharyngeal duct","diagnostic","6 - Cancer","2013-10-31","required"
"746","B542000","Read","Malignant neoplasm of pituitary gland","diagnostic","6 - Cancer","2013-10-31","required"
"747","B542100","Read","Malignant neoplasm of craniopharyngeal duct","diagnostic","6 - Cancer","2013-10-31","required"
"748","B542z00","Read","Malig neop pituitary gland or craniopharyngeal duct NOS","diagnostic","6 - Cancer","2013-10-31","required"
"749","B543.00","Read","Malignant neoplasm of pineal gland","diagnostic","6 - Cancer","2013-10-31","required"
"750","B544.00","Read","Malignant neoplasm of carotid body","diagnostic","6 - Cancer","2013-10-31","required"
"751","B545.00","Read","Malignant neoplasm of aortic body and other paraganglia","diagnostic","6 - Cancer","2013-10-31","required"
"752","B545000","Read","Malignant neoplasm of glomus jugulare","diagnostic","6 - Cancer","2013-10-31","required"
"753","B545100","Read","Malignant neoplasm of aortic body","diagnostic","6 - Cancer","2013-10-31","required"
"754","B545200","Read","Malignant neoplasm of coccygeal body","diagnostic","6 - Cancer","2013-10-31","required"
"755","B545z00","Read","Malignant neoplasm of aortic body or paraganglia NOS","diagnostic","6 - Cancer","2013-10-31","required"
"756","B546.00","Read","Neuroblastoma","diagnostic","6 - Cancer","2013-10-31","required"
"757","B54X.00","Read","Malignant neoplasm-pluriglandular involvement;unspecified","diagnostic","6 - Cancer","2013-10-31","required"
"758","B54y.00","Read","Malignant neoplasm of other specified endocrine gland","diagnostic","6 - Cancer","2013-10-31","required"
"759","B54z.00","Read","Malig neop of endocrine gland or related structure NOS","diagnostic","6 - Cancer","2013-10-31","required"
"760","B55..00","Read","Malignant neoplasm of other and ill-defined sites","diagnostic","6 - Cancer","2013-10-31","required"
"761","B550.00","Read","Malignant neoplasm of head; neck and face","diagnostic","6 - Cancer","2013-10-31","required"
"762","B550000","Read","Malignant neoplasm of head NOS","diagnostic","6 - Cancer","2013-10-31","required"
"763","B550100","Read","Malignant neoplasm of cheek NOS","diagnostic","6 - Cancer","2013-10-31","required"
"764","B550200","Read","Malignant neoplasm of nose NOS","diagnostic","6 - Cancer","2013-10-31","required"
"765","B550300","Read","Malignant neoplasm of jaw NOS","diagnostic","6 - Cancer","2013-10-31","required"
"766","B550400","Read","Malignant neoplasm of neck NOS","diagnostic","6 - Cancer","2013-10-31","required"
"767","B550500","Read","Malignant neoplasm of supraclavicular fossa NOS","diagnostic","6 - Cancer","2013-10-31","required"
"768","B550z00","Read","Malignant neoplasm of head; neck and face NOS","diagnostic","6 - Cancer","2013-10-31","required"
"769","B551.00","Read","Malignant neoplasm of thorax","diagnostic","6 - Cancer","2013-10-31","required"
"770","B551000","Read","Malignant neoplasm of axilla NOS","diagnostic","6 - Cancer","2013-10-31","required"
"771","B551100","Read","Malignant neoplasm of chest wall NOS","diagnostic","6 - Cancer","2013-10-31","required"
"772","B551200","Read","Malignant neoplasm of intrathoracic site NOS","diagnostic","6 - Cancer","2013-10-31","required"
"773","B551z00","Read","Malignant neoplasm of thorax NOS","diagnostic","6 - Cancer","2013-10-31","required"
"774","B552.00","Read","Malignant neoplasm of abdomen","diagnostic","6 - Cancer","2013-10-31","required"
"775","B553.00","Read","Malignant neoplasm of pelvis","diagnostic","6 - Cancer","2013-10-31","required"
"776","B553000","Read","Malignant neoplasm of inguinal region NOS","diagnostic","6 - Cancer","2013-10-31","required"
"777","B553100","Read","Malignant neoplasm of presacral region","diagnostic","6 - Cancer","2013-10-31","required"
"778","B553z00","Read","Malignant neoplasm of pelvis NOS","diagnostic","6 - Cancer","2013-10-31","required"
"779","B554.00","Read","Malignant neoplasm of upper limb NOS","diagnostic","6 - Cancer","2013-10-31","required"
"780","B555.00","Read","Malignant neoplasm of lower limb NOS","diagnostic","6 - Cancer","2013-10-31","required"
"781","B55y.00","Read","Malignant neoplasm of other specified sites","diagnostic","6 - Cancer","2013-10-31","required"
"782","B55y000","Read","Malignant neoplasm of back NOS","diagnostic","6 - Cancer","2013-10-31","required"
