PCD_ID	victim	fulltext	primary_research	methods_strategy	methods_codes	code_list	all_codes	available_on_request	Title	URL	Description	Details	ShortDetails	Resource	Type	Identifiers	Db	EntrezUID	Properties
351	Ivan	1	1	1	0	0	0	0	Risk of pneumonia in patients taking statins: population-based nested case-control study.	/pubmed/22054338	"Vinogradova Y, Coupland C, Hippisley-Cox J."	Br J Gen Pract. 2011 Nov;61(592):e742-8. doi: 10.3399/bjgp11X606654.	Br J Gen Pract.  2011	PubMed	citation	PMID:22054338 | PMCID:PMC3207092	pubmed	22054338	create date:2011/11/08 | first author:Vinogradova Y
354	Dave	0	1	NA	NA	NA	NA	NA	Androgen deprivation therapy and the risk of coronary heart disease and heart failure in patients with prostate cancer: a nested case-control study in UK primary care.	/pubmed/21981434	"Martín-Merino E, Johansson S, Morris T, García Rodríguez LA."	Drug Saf. 2011 Nov 1;34(11):1061-77. doi: 10.2165/11594540-000000000-00000.	Drug Saf.  2011	PubMed	citation	PMID:21981434	pubmed	21981434	create date:2011/10/11 | first author:Martín-Merino E
355	David	1	1	1	1	0	0	0	Serotonin-norepinephrine reuptake inhibitor antidepressants and the risk of falls in older people: case-control and case-series analysis of a large UK primary care database.	/pubmed/22054230	"Gribbin J, Hubbard R, Gladman J, Smith C, Lewis S."	Drugs Aging. 2011 Nov 1;28(11):895-902. doi: 10.2165/11592860-000000000-00000.	Drugs Aging.  2011	PubMed	citation	PMID:22054230	pubmed	22054230	create date:2011/11/08 | first author:Gribbin J
360	Edmore	1	1	1	1	1	1	0	Seasonality of medical contacts in school-aged children with asthma: association with school holidays.	/pubmed/22036686	"Julious SA, Campbell MJ, Bianchi SM, Murray-Thomas T."	Public Health. 2011 Nov;125(11):769-76. doi: 10.1016/j.puhe.2011.08.005. Epub 2011 Oct 28.	Public Health.  2011	PubMed	citation	PMID:22036686	pubmed	22036686	create date:2011/11/01 | first author:Julious SA
361	Rosa	1	0	NA	NA	NA	NA	NA	The London low emission zone baseline study.	/pubmed/22315924	"Kelly F, Armstrong B, Atkinson R, Anderson HR, Barratt B, Beevers S, Cook D, Green D, Derwent D, Mudway I, Wilkinson P; HEI Health Review Committee."	Res Rep Health Eff Inst. 2011 Nov;(163):3-79.	Res Rep Health Eff Inst.  2011	PubMed	citation	PMID:22315924	pubmed	22315924	create date:2012/02/10 | first author:Kelly F
370	Rosa	1	1	0	1	1	0	0	Genital warts and cost of care in England.	/pubmed/21813567	"Desai S, Wetten S, Woodhall SC, Peters L, Hughes G, Soldan K."	Sex Transm Infect. 2011 Oct;87(6):464-8. doi: 10.1136/sti.2010.048421. Epub 2011 Aug 3.	Sex Transm Infect.  2011	PubMed	citation	PMID:21813567 | PMCID:PMC3253068	pubmed	21813567	create date:2011/08/05 | first author:Desai S
373	Ivan	1	1	1	1	0	0	0	Association of practice size and pay-for-performance incentives with the quality of diabetes management in primary care.	/pubmed/21810950	"Vamos EP, Pape UJ, Bottle A, Hamilton FL, Curcin V, Ng A, Molokhia M, Car J, Majeed A, Millett C."	CMAJ. 2011 Sep 6;183(12):E809-16. doi: 10.1503/cmaj.101187. Epub 2011 Aug 2.	CMAJ.  2011	PubMed	citation	PMID:21810950 | PMCID:PMC3168664	pubmed	21810950	create date:2011/08/04 | first author:Vamos EP
374	Dave	1	1	0	0	0	0	0	The use of atypical antipsychotics and the risk of breast cancer.	/pubmed/21479550	"Azoulay L, Yin H, Renoux C, Suissa S."	Breast Cancer Res Treat. 2011 Sep;129(2):541-8. doi: 10.1007/s10549-011-1506-2. Epub 2011 Apr 9.	Breast Cancer Res Treat.  2011	PubMed	citation	PMID:21479550	pubmed	21479550	create date:2011/04/12 | first author:Azoulay L
380	David	1	0	1	1	1	1	1	No longer simply a Practice-based Research Network (PBRN) health improvement networks.	/pubmed/21900428	"Williams RL, Rhyne RL."	J Am Board Fam Med. 2011 Sep-Oct;24(5):485-8. doi: 10.3122/jabfm.2011.05.110102.	J Am Board Fam Med.  2011	PubMed	citation	PMID:21900428	pubmed	21900428	create date:2011/09/09 | first author:Williams RL
383	Dave	1	1	0	0	0	0	1	Temporal and within practice variability in the health improvement network.	/pubmed/21755569	"Haynes K, Bilker WB, Tenhave TR, Strom BL, Lewis JD."	Pharmacoepidemiol Drug Saf. 2011 Sep;20(9):948-55. doi: 10.1002/pds.2191. Epub 2011 Jul 13.	Pharmacoepidemiol Drug Saf.  2011	PubMed	citation	PMID:21755569 | PMCID:PMC3225918	pubmed	21755569	create date:2011/07/15 | first author:Haynes K
386	Edmore	1	1	0	0	0	0	0	Antidepressant use and risk of adverse outcomes in older people: population based cohort study.	/pubmed/21810886	"Coupland C, Dhiman P, Morriss R, Arthur A, Barton G, Hippisley-Cox J."	BMJ. 2011 Aug 2;343:d4551. doi: 10.1136/bmj.d4551.	BMJ.  2011	PubMed	citation	PMID:21810886 | PMCID:PMC3149102	pubmed	21810886	create date:2011/08/04 | first author:Coupland C
398	Darren	1	0	NA	NA	NA	NA	NA	Validity of diagnoses in the general practice research database.	/pubmed/21722461	"Herrett EL, Thomas SL, Smeeth L."	Br J Gen Pract. 2011 Jul;61(588):438-9. doi: 10.3399/bjgp11X583092. No abstract available. 	Br J Gen Pract.  2011	PubMed	citation	PMID:21722461 | PMCID:PMC3123481	pubmed	21722461	create date:2011/07/05 | first author:Herrett EL
406	Rosa	1	1	0	0	0	0	0	Predicting risk of osteoporotic and hip fracture in the United Kingdom: prospective independent and external validation of QFractureScores.	/pubmed/21697214	"Collins GS, Mallett S, Altman DG."	BMJ. 2011 Jun 22;342:d3651. doi: 10.1136/bmj.d3651.	BMJ.  2011	PubMed	citation	PMID:21697214 | PMCID:PMC3120281	pubmed	21697214	create date:2011/06/24 | first author:Collins GS
407	Ivan	0	1	0	0	0	0	0	Use of antihypertensive medications and mortality of patients with autosomal dominant polycystic kidney disease: a population-based study.	/pubmed/21458899	"Patch C, Charlton J, Roderick PJ, Gulliford MC."	Am J Kidney Dis. 2011 Jun;57(6):856-62. doi: 10.1053/j.ajkd.2011.01.023. Epub 2011 Apr 2.	Am J Kidney Dis.  2011	PubMed	citation	PMID:21458899	pubmed	21458899	create date:2011/04/05 | first author:Patch C
410	Rosa	1	0	NA	NA	NA	NA	NA	Bisphosphonates and esophageal cancer--a pathway through the confusion.	/pubmed/21537362	"Dixon WG, Solomon DH."	Nat Rev Rheumatol. 2011 Jun;7(6):369-72. doi: 10.1038/nrrheum.2011.60. Epub 2011 May 3.	Nat Rev Rheumatol.  2011	PubMed	citation	PMID:21537362	pubmed	21537362	create date:2011/05/04 | first author:Dixon WG
413	David	1	1	1	1	1	1	1	Prescription patterns of analgesics in the last 3 months of life: a retrospective analysis of 10202 lung cancer patients.	/pubmed/21540860	"Gao W, Gulliford M, Higginson IJ."	Br J Cancer. 2011 May 24;104(11):1704-10. doi: 10.1038/bjc.2011.150. Epub 2011 May 3.	Br J Cancer.  2011	PubMed	citation	PMID:21540860 | PMCID:PMC3111163	pubmed	21540860	create date:2011/05/05 | first author:Gao W
423	Dave	1	1	0	0	0	0	0	Risk of venous thromboembolism in users of oral contraceptives containing drospirenone or levonorgestrel: nested case-control study based on UK General Practice Research Database.	/pubmed/21511804	"Parkin L, Sharples K, Hernandez RK, Jick SS."	BMJ. 2011 Apr 21;342:d2139. doi: 10.1136/bmj.d2139.	BMJ.  2011	PubMed	citation	PMID:21511804 | PMCID:PMC3081041	pubmed	21511804	create date:2011/04/23 | first author:Parkin L
424	Evan	1	1	1	0	0	0	0	Effect of statin treatment on short term mortality after pneumonia episode: cohort study.	/pubmed/21471172	"Douglas I, Evans S, Smeeth L."	BMJ. 2011 Apr 6;342:d1642. doi: 10.1136/bmj.d1642.	BMJ.  2011	PubMed	citation	PMID:21471172 | PMCID:PMC3071610	pubmed	21471172	create date:2011/04/08 | first author:Douglas I
427	David	1	1	0	0	0	0	0	Concurrent use of tamoxifen with CYP2D6 inhibitors and the risk of breast cancer recurrence.	/pubmed/20848186	"Azoulay L, Dell'Aniello S, Huiart L, du Fort GG, Suissa S."	Breast Cancer Res Treat. 2011 Apr;126(3):695-703. doi: 10.1007/s10549-010-1162-y. Epub 2010 Sep 17.	Breast Cancer Res Treat.  2011	PubMed	citation	PMID:20848186	pubmed	20848186	create date:2010/09/18 | first author:Azoulay L
430	Rosa	1	1	0	0	0	0	0	Mortality in Wegener's granulomatosis: a bimodal pattern.	/pubmed/21112869	"Luqmani R, Suppiah R, Edwards CJ, Phillip R, Maskell J, Culliford D, Jayne D, Morishita K, Arden N."	Rheumatology (Oxford). 2011 Apr;50(4):697-702. doi: 10.1093/rheumatology/keq351. Epub 2010 Nov 25.	Rheumatology (Oxford).  2011	PubMed	citation	PMID:21112869	pubmed	21112869	create date:2010/11/30 | first author:Luqmani R
432	Darren	1	1	1	0	0	0	0	Quality of chronic disease care for older people in care homes and the community in a primary care pay for performance system: retrospective study.	/pubmed/21385803	"Shah SM, Carey IM, Harris T, Dewilde S, Cook DG."	BMJ. 2011 Mar 8;342:d912. doi: 10.1136/bmj.d912.	BMJ.  2011	PubMed	citation	PMID:21385803 | PMCID:PMC3050988	pubmed	21385803	create date:2011/03/10 | first author:Shah SM
435	Evan	1	1	1	0	0	0	0	"Primary care consultation behaviours of long-term, adult survivors of cancer in the UK."	/pubmed/21375904	"Khan NF, Watson E, Rose PW."	Br J Gen Pract. 2011 Mar;61(584):197-9. doi: 10.3399/bjgp11X561195.	Br J Gen Pract.  2011	PubMed	citation	PMID:21375904 | PMCID:PMC3047313	pubmed	21375904	create date:2011/03/08 | first author:Khan NF
436	Evan	1	1	1	0	0	0	0	Time-window bias in case-control studies: statins and lung cancer.	/pubmed/21228697	"Suissa S, Dell'aniello S, Vahey S, Renoux C."	Epidemiology. 2011 Mar;22(2):228-31. doi: 10.1097/EDE.0b013e3182093a0f.	Epidemiology.  2011	PubMed	citation	PMID:21228697	pubmed	21228697	create date:2011/01/14 | first author:Suissa S
437	David	1	1	1	0	0	0	0	Treatment patterns in paediatric patients with a new diagnosis of gastroesophageal reflux disease.	/pubmed/21258240	"Ruigómez A, Hungin AP, Lundborg P, Johansson S, Wallander MA, García Rodríguez LA."	Eur J Gastroenterol Hepatol. 2011 Mar;23(3):232-7. doi: 10.1097/MEG.0b013e328343b06e.	Eur J Gastroenterol Hepatol.  2011	PubMed	citation	PMID:21258240	pubmed	21258240	create date:2011/01/25 | first author:Ruigómez A
438	Edmore	1	1	1	1	1	0	0	Risk of incident depression in patients with Parkinson disease in the UK.	/pubmed/20722714	"Becker C, Brobert GP, Johansson S, Jick SS, Meier CR."	Eur J Neurol. 2011 Mar;18(3):448-53. doi: 10.1111/j.1468-1331.2010.03176.x. Epub 2010 Aug 16.	Eur J Neurol.  2011	PubMed	citation	PMID:20722714	pubmed	20722714	create date:2010/08/21 | first author:Becker C
440	Evan	1	1	1	1	1	1	NA	"Incidence, prevalence, and trends of general practitioner-recorded diagnosis of peanut allergy in England, 2001 to 2005."	/pubmed/21236479	"Kotz D, Simpson CR, Sheikh A."	J Allergy Clin Immunol. 2011 Mar;127(3):623-30.e1. doi: 10.1016/j.jaci.2010.11.021. Epub 2011 Jan 13.	J Allergy Clin Immunol.  2011	PubMed	citation	PMID:21236479	pubmed	21236479	create date:2011/01/18 | first author:Kotz D
447	David	1	1	1	0	0	0	0	Serum bilirubin and risk of respiratory disease and death.	/pubmed/21325185	"Horsfall LJ, Rait G, Walters K, Swallow DM, Pereira SP, Nazareth I, Petersen I."	JAMA. 2011 Feb 16;305(7):691-7. doi: 10.1001/jama.2011.124.	JAMA.  2011	PubMed	citation	PMID:21325185	pubmed	21325185	create date:2011/02/18 | first author:Horsfall LJ
448	Ivan	1	1	1	0	0	0	0	Utility of electronic patient records in primary care for stroke secondary prevention trials.	/pubmed/21299872	"Dregan A, Toschke MA, Wolfe CD, Rudd A, Ashworth M, Gulliford MC; eCRT Research team."	BMC Public Health. 2011 Feb 7;11:86. doi: 10.1186/1471-2458-11-86.	BMC Public Health.  2011	PubMed	citation	PMID:21299872 | PMCID:PMC3041663	pubmed	21299872	create date:2011/02/09 | first author:Dregan A
449	Edmore	1	1	1	0	0	0	0	Metformin and the incidence of prostate cancer in patients with type 2 diabetes.	/pubmed/21148757	"Azoulay L, Dell'Aniello S, Gagnon B, Pollak M, Suissa S."	Cancer Epidemiol Biomarkers Prev. 2011 Feb;20(2):337-44. doi: 10.1158/1055-9965.EPI-10-0940. Epub 2010 Dec 10.	Cancer Epidemiol Biomarkers Prev.  2011	PubMed	citation	PMID:21148757	pubmed	21148757	create date:2010/12/15 | first author:Azoulay L
452	Ivan	1	1	1	0	0	0	0	Non-cardiovascular drugs that inhibit hERG-encoded potassium channels and risk of sudden cardiac death.	/pubmed/20406763	"van Noord C, Sturkenboom MC, Straus SM, Witteman JC, Stricker BH."	Heart. 2011 Feb;97(3):215-20. doi: 10.1136/hrt.2009.188367. Epub 2010 Apr 20.	Heart.  2011	PubMed	citation	PMID:20406763	pubmed	20406763	create date:2010/04/22 | first author:van Noord C
454	David	1	1	1	0	0	0	0	Impact of treatment success on health service use and cost in depression: longitudinal database analysis.	/pubmed/21142289	"Byford S, Barrett B, Despiégel N, Wade A."	Pharmacoeconomics. 2011 Feb;29(2):157-70. doi: 10.2165/11537360-000000000-00000.	Pharmacoeconomics.  2011	PubMed	citation	PMID:21142289	pubmed	21142289	create date:2010/12/15 | first author:Byford S
455	Ivan	1	1	1	1	0	0	0	Effect of pay for performance on the management and outcomes of hypertension in the United Kingdom: interrupted time series study.	/pubmed/21266440	"Serumaga B, Ross-Degnan D, Avery AJ, Elliott RA, Majumdar SR, Zhang F, Soumerai SB."	BMJ. 2011 Jan 25;342:d108. doi: 10.1136/bmj.d108.	BMJ.  2011	PubMed	citation	PMID:21266440 | PMCID:PMC3026849	pubmed	21266440	create date:2011/01/27 | first author:Serumaga B
456	Ivan	1	1	0	0	0	0	0	Identifying women with suspected ovarian cancer in primary care: derivation and validation of algorithm.	/pubmed/22217630	"Hippisley-Cox J, Coupland C."	BMJ. 2011 Jan 4;344:d8009. doi: 10.1136/bmj.d8009.	BMJ.  2011	PubMed	citation	PMID:22217630 | PMCID:PMC3251328	pubmed	22217630	create date:2012/01/06 | first author:Hippisley-Cox J
458	David	1	1	1	1	1	0	0	Changes in hip fracture rate before and after total knee replacement due to osteoarthritis: a population-based cohort study.	/pubmed/20980287	"Prieto-Alhambra D, Javaid MK, Maskell J, Judge A, Nevitt M, Cooper C, Arden NK."	Ann Rheum Dis. 2011 Jan;70(1):134-8. doi: 10.1136/ard.2010.131110. Epub 2010 Oct 26.	Ann Rheum Dis.  2011	PubMed	citation	PMID:20980287	pubmed	20980287	create date:2010/10/29 | first author:Prieto-Alhambra D
461	Darren	1	1	1	0	0	0	0	Epidemiology and impact of multimorbidity in primary care: a retrospective cohort study.	/pubmed/21401985	"Salisbury C, Johnson L, Purdy S, Valderas JM, Montgomery AA."	Br J Gen Pract. 2011 Jan;61(582):e12-21. doi: 10.3399/bjgp11X548929.	Br J Gen Pract.  2011	PubMed	citation	PMID:21401985 | PMCID:PMC3020068	pubmed	21401985	create date:2011/03/16 | first author:Salisbury C
464	Darren	1	1	0	0	0	0	0	Long-term use of fluticasone propionate/salmeterol fixed-dose combination and incidence of cataracts and glaucoma among chronic obstructive pulmonary disease patients in the UK General Practice Research Database.	/pubmed/22003292	"Miller DP, Watkins SE, Sampson T, Davis KJ."	Int J Chron Obstruct Pulmon Dis. 2011;6:467-76. doi: 10.2147/COPD.S14247. Epub 2011 Sep 16.	Int J Chron Obstruct Pulmon Dis.  2011	PubMed	citation	PMID:22003292 | PMCID:PMC3186745	pubmed	22003292	create date:2011/10/18 | first author:Miller DP
467	Rosa	1	1	0	0	0	0	0	Antihypertensive treatment after first stroke in primary care: results from the General Practitioner Research Database.	/pubmed/20842045	"Toschke AM, Gulliford MC, Wolfe CD, Rudd AG, Heuschmann PU."	J Hypertens. 2011 Jan;29(1):154-60. doi: 10.1097/HJH.0b013e32833f3897.	J Hypertens.  2011	PubMed	citation	PMID:20842045	pubmed	20842045	create date:2010/09/16 | first author:Toschke AM
469	Evan	1	1	1	1	1	0	0	"A comparison of risk stratification schemes for stroke in 79,884 atrial fibrillation patients in general practice."	/pubmed/21029359	"Van Staa TP, Setakis E, Di Tanna GL, Lane DA, Lip GY."	J Thromb Haemost. 2011 Jan;9(1):39-48. doi: 10.1111/j.1538-7836.2010.04085.x.	J Thromb Haemost.  2011	PubMed	citation	PMID:21029359	pubmed	21029359	create date:2010/10/30 | first author:Van Staa TP
471	Dave	1	1	0	0	0	0	0	The effect of hip and knee arthroplasty on oral anti-inflammatory use and the relationship to body mass index: results from the UK general practice research database.	/pubmed/21034838	"Bolland BJ, Culliford DJ, Maskell J, Latham JM, Dunlop DG, Arden NK."	Osteoarthritis Cartilage. 2011 Jan;19(1):29-36. doi: 10.1016/j.joca.2010.10.012. Epub 2010 Oct 27.	Osteoarthritis Cartilage.  2011	PubMed	citation	PMID:21034838	pubmed	21034838	create date:2010/11/03 | first author:Bolland BJ
472	Edmore	1	1	0	0	0	0	0	Risk of death and cardiovascular outcomes with thiazolidinediones: a study with the general practice research database and secondary care data.	/pubmed/22164237	"Gallagher AM, Smeeth L, Seabroke S, Leufkens HG, van Staa TP."	PLoS One. 2011;6(12):e28157. doi: 10.1371/journal.pone.0028157. Epub 2011 Dec 2.	PLoS One.  2011	PubMed	citation	PMID:22164237 | PMCID:PMC3229530	pubmed	22164237	create date:2011/12/14 | first author:Gallagher AM
474	Rosa	1	0	NA	NA	NA	NA	NA	Academic impact of a public electronic health database: bibliometric analysis of studies using the general practice research database.	/pubmed/21731733	"Chen YC, Wu JC, Haschler I, Majeed A, Chen TJ, Wetter T."	PLoS One. 2011;6(6):e21404. doi: 10.1371/journal.pone.0021404. Epub 2011 Jun 22.	PLoS One.  2011	PubMed	citation	PMID:21731733 | PMCID:PMC3120870	pubmed	21731733	create date:2011/07/07 | first author:Chen YC
475	Darren	1	1	0	0	0	0	1	The relationship between asthma and depression in primary care patients: a historical cohort and nested case control study.	/pubmed/21698276	"Walters P, Schofield P, Howard L, Ashworth M, Tylee A."	PLoS One. 2011;6(6):e20750. doi: 10.1371/journal.pone.0020750. Epub 2011 Jun 15.	PLoS One.  2011	PubMed	citation	PMID:21698276 | PMCID:PMC3115938	pubmed	21698276	create date:2011/06/24 | first author:Walters P
476	David	1	1	0	0	0	0	0	Association between perinatal depression in mothers and the risk of childhood infections in offspring: a population-based cohort study.	/pubmed/21194453	"Ban L, Gibson JE, West J, Tata LJ."	BMC Public Health. 2010 Dec 31;10:799. doi: 10.1186/1471-2458-10-799.	BMC Public Health.  2010	PubMed	citation	PMID:21194453 | PMCID:PMC3022867	pubmed	21194453	create date:2011/01/05 | first author:Ban L
482	Ivan	1	1	1	0	0	0	0	Statins and pancreatic cancer risk: a nested case-control study.	/pubmed/20697797	"Bradley MC, Hughes CM, Cantwell MM, Murray LJ."	Cancer Causes Control. 2010 Dec;21(12):2093-100. doi: 10.1007/s10552-010-9628-0. Epub 2010 Aug 10.	Cancer Causes Control.  2010	PubMed	citation	PMID:20697797	pubmed	20697797	create date:2010/08/11 | first author:Bradley MC
487	Evan	0	NA	NA	NA	NA	NA	NA	"Effectiveness of influenza vaccination in the United kingdom, 1996-2007."	/pubmed/21114386	"Jick H, Hagberg KW."	Pharmacotherapy. 2010 Dec;30(12):1199-206. doi: 10.1592/phco.30.12.1199.	Pharmacotherapy.  2010	PubMed	citation	PMID:21114386	pubmed	21114386	create date:2010/12/01 | first author:Jick H
488	David	0	1	1	1	1	1	1	Long-term use of fluticasone propionate/salmeterol fixed-dose combination and incidence of nonvertebral fractures among patients with COPD in the UK General Practice Research Database.	/pubmed/21150138	"Miller DP, Watkins SE, Sampson T, Davis KJ."	Phys Sportsmed. 2010 Dec;38(4):19-27. doi: 10.3810/psm.2010.12.1821.	Phys Sportsmed.  2010	PubMed	citation	PMID:21150138	pubmed	21150138	create date:2010/12/15 | first author:Miller DP
490	Edmore	1	1	1	0	0	0	0	The inflammatory bowel diseases and ambient air pollution: a novel association.	/pubmed/20588264	"Kaplan GG, Hubbard J, Korzenik J, Sands BE, Panaccione R, Ghosh S, Wheeler AJ, Villeneuve PJ."	Am J Gastroenterol. 2010 Nov;105(11):2412-9. doi: 10.1038/ajg.2010.252. Epub 2010 Jun 29.	Am J Gastroenterol.  2010	PubMed	citation	PMID:20588264 | PMCID:PMC3180712	pubmed	20588264	create date:2010/07/01 | first author:Kaplan GG
494	Rosa	0	NA	NA	NA	NA	NA	NA	Health economic evaluation of outpatient management of fibromyalgia patients and the costs avoided by diagnosing fibromyalgia in France.	/pubmed/21176423	"Lamotte M, Maugars Y, Le Lay K, Taïeb C."	Clin Exp Rheumatol. 2010 Nov-Dec;28(6 Suppl 63):S64-70. Epub 2010 Dec 22.	Clin Exp Rheumatol.  2010	PubMed	citation	PMID:21176423	pubmed	21176423	create date:2011/02/18 | first author:Lamotte M
496	Ivan	1	1	1	0	0	0	0	A comparison of intermediate and long-acting insulins in people with type 2 diabetes starting insulin: an observational database study.	/pubmed/20946269	"Gordon J, Pockett RD, Tetlow AP, McEwan P, Home PD."	Int J Clin Pract. 2010 Nov;64(12):1609-18. doi: 10.1111/j.1742-1241.2010.02520.x. Epub 2010 Oct 4.	Int J Clin Pract.  2010	PubMed	citation	PMID:20946269 | PMCID:PMC3036815	pubmed	20946269	create date:2010/10/16 | first author:Gordon J
498	Evan	1	1	1	0	0	0	0	Cardiovascular and metabolic risk profiles in young and old patients with type 2 diabetes.	/pubmed/20675397	"Gunathilake W, Song S, Sridharan S, Fernando DJ, Idris I."	QJM. 2010 Nov;103(11):881-4. doi: 10.1093/qjmed/hcq135. Epub 2010 Jul 30.	QJM.  2010	PubMed	citation	PMID:20675397	pubmed	20675397	create date:2010/08/03 | first author:Gunathilake W
501	Ivan	1	1	0	0	0	0	0	"Influenza vaccination, pneumococcal vaccination and risk of acute myocardial infarction: matched case-control study."	/pubmed/20855479	"Siriwardena AN, Gwini SM, Coupland CA."	CMAJ. 2010 Oct 19;182(15):1617-23. doi: 10.1503/cmaj.091891. Epub 2010 Sep 20.	CMAJ.  2010	PubMed	citation	PMID:20855479 | PMCID:PMC2952008	pubmed	20855479	create date:2010/09/22 | first author:Siriwardena AN
502	Evan	1	1	1	0	0	0	1	Do selected drugs increase the risk of lupus? A matched case-control study.	/pubmed/20840450	"Schoonen WM, Thomas SL, Somers EC, Smeeth L, Kim J, Evans S, Hall AJ."	Br J Clin Pharmacol. 2010 Oct;70(4):588-96. doi: 10.1111/j.1365-2125.2010.03733.x.	Br J Clin Pharmacol.  2010	PubMed	citation	PMID:20840450 | PMCID:PMC2950993	pubmed	20840450	create date:2010/09/16 | first author:Schoonen WM
505	Dave	1	1	0	0	0	0	1	Effects of severe mental illness on survival of people with diabetes.	/pubmed/20884949	"Vinogradova Y, Coupland C, Hippisley-Cox J, Whyte S, Penny C."	Br J Psychiatry. 2010 Oct;197(4):272-7. doi: 10.1192/bjp.bp.109.074674.	Br J Psychiatry.  2010	PubMed	citation	PMID:20884949	pubmed	20884949	create date:2010/10/05 | first author:Vinogradova Y
507	Darren	1	0	NA	NA	NA	NA	NA	Transdermal hormone therapy and the risk of stroke and venous thrombosis.	/pubmed/20670199	Speroff L.	Climacteric. 2010 Oct;13(5):429-32. doi: 10.3109/13697137.2010.507111.	Climacteric.  2010	PubMed	citation	PMID:20670199	pubmed	20670199	create date:2010/07/31 | first author:Speroff L
512	Ivan	1	1	0	0	0	0	0	Estimation of health care costs as a function of disease severity in people with psoriatic arthritis in the UK.	/pubmed/20581376	"Poole CD, Lebmeier M, Ara R, Rafia R, Currie CJ."	Rheumatology (Oxford). 2010 Oct;49(10):1949-56. doi: 10.1093/rheumatology/keq182. Epub 2010 Jun 26.	Rheumatology (Oxford).  2010	PubMed	citation	PMID:20581376	pubmed	20581376	create date:2010/06/29 | first author:Poole CD
515	David	1	0	1	1	1	1	1	Identifying the clinical characteristics of older people living in care homes using a novel approach in a primary care database.	/pubmed/20639514	"Shah SM, Carey IM, Harris T, DeWilde S, Hubbard R, Lewis S, Cook DG."	Age Ageing. 2010 Sep;39(5):617-23. doi: 10.1093/ageing/afq086. Epub 2010 Jul 16.	Age Ageing.  2010	PubMed	citation	PMID:20639514	pubmed	20639514	create date:2010/07/20 | first author:Shah SM
518	Edmore	1	1	1	0	0	0	0	Concomitant use of ibuprofen and paracetamol and the risk of major clinical safety outcomes.	/pubmed/20716244	"de Vries F, Setakis E, van Staa TP."	Br J Clin Pharmacol. 2010 Sep;70(3):429-38. doi: 10.1111/j.1365-2125.2010.03705.x.	Br J Clin Pharmacol.  2010	PubMed	citation	PMID:20716244 | PMCID:PMC2949916	pubmed	20716244	create date:2010/08/19 | first author:de Vries F
519	Darren	1	1	1	1	1	0	0	Cause-specific mortality in patients with severe psoriasis: a population-based cohort study in the U.K.	/pubmed/20633008	"Abuabara K, Azfar RS, Shin DB, Neimann AL, Troxel AB, Gelfand JM."	Br J Dermatol. 2010 Sep;163(3):586-92. doi: 10.1111/j.1365-2133.2010.09941.x.	Br J Dermatol.  2010	PubMed	citation	PMID:20633008 | PMCID:PMC2966545	pubmed	20633008	create date:2010/07/17 | first author:Abuabara K
520	Dave	1	1	0	0	0	0	0	Patients with type 2 diabetes mellitus have higher risk for acute pancreatitis compared with those without diabetes.	/pubmed/20649628	"Girman CJ, Kou TD, Cai B, Alexander CM, O'Neill EA, Williams-Herman DE, Katz L."	Diabetes Obes Metab. 2010 Sep;12(9):766-71. doi: 10.1111/j.1463-1326.2010.01231.x.	Diabetes Obes Metab.  2010	PubMed	citation	PMID:20649628	pubmed	20649628	create date:2010/07/24 | first author:Girman CJ
521	David	1	1	1	1	0	0	0	Identifying major congenital malformations in the UK General Practice Research Database (GPRD): a study reporting on the sensitivity and added value of photocopied medical records and free text in the GPRD.	/pubmed/20701407	"Charlton RA, Weil JG, Cunnington MC, de Vries CS."	Drug Saf. 2010 Sep 1;33(9):741-50. doi: 10.2165/11536820-000000000-00000.	Drug Saf.  2010	PubMed	citation	PMID:20701407	pubmed	20701407	create date:2010/08/13 | first author:Charlton RA
523	Darren	1	1	0	0	0	0	0	Antithrombotic therapies in patients with heart failure: hypothesis formulation from a research database.	/pubmed/20602345	"Yuan Z, Weinstein R, Zhang J, Cheng M, Griffin G, Zolynas R, Plotnikov AN, Lee MS, Oppenheimer L, Burton P."	Pharmacoepidemiol Drug Saf. 2010 Sep;19(9):911-20. doi: 10.1002/pds.1987.	Pharmacoepidemiol Drug Saf.  2010	PubMed	citation	PMID:20602345	pubmed	20602345	create date:2010/07/06 | first author:Yuan Z
524	Ivan	1	1	1	0	0	0	0	Exposure to oral bisphosphonates and risk of esophageal cancer.	/pubmed/20699457	"Cardwell CR, Abnet CC, Cantwell MM, Murray LJ."	JAMA. 2010 Aug 11;304(6):657-63. doi: 10.1001/jama.2010.1098.	JAMA.  2010	PubMed	citation	PMID:20699457 | PMCID:PMC3513370	pubmed	20699457	create date:2010/08/12 | first author:Cardwell CR
527	Rosa	1	1	0	1	0	0	0	Estimation of primary care treatment costs and treatment efficacy for people with Type 1 and Type 2 diabetes in the United Kingdom from 1997 to 2007*.	/pubmed/20653753	"Currie CJ, Gale EA, Poole CD."	Diabet Med. 2010 Aug;27(8):938-48. doi: 10.1111/j.1464-5491.2010.03040.x.	Diabet Med.  2010	PubMed	citation	PMID:20653753	pubmed	20653753	create date:2010/07/27 | first author:Currie CJ
