"PCD_ID" "fulltext" "primary_research" "methods_strategy" "methods_codes" "code_list" "all_codes" "available_on_request" "Title" "URL" "Description" "Details" "ShortDetails" "Resource" "Type" "Identifiers" "Db" "EntrezUID" "Properties" "anycodes" "anyorrequest" "year"
"143" 432 1 1 1 0 0 0 0 "Quality of chronic disease care for older people in care homes and the community in a primary care pay for performance system: retrospective study." "/pubmed/21385803" "Shah SM, Carey IM, Harris T, Dewilde S, Cook DG." "BMJ. 2011 Mar 8;342:d912. doi: 10.1136/bmj.d912." "BMJ.  2011" "PubMed" "citation" "PMID:21385803 | PMCID:PMC3050988" "pubmed" 21385803 "create date:2011/03/10 | first author:Shah SM" 0 0 2011
"144" 435 1 1 1 0 0 0 0 "Primary care consultation behaviours of long-term, adult survivors of cancer in the UK." "/pubmed/21375904" "Khan NF, Watson E, Rose PW." "Br J Gen Pract. 2011 Mar;61(584):197-9. doi: 10.3399/bjgp11X561195." "Br J Gen Pract.  2011" "PubMed" "citation" "PMID:21375904 | PMCID:PMC3047313" "pubmed" 21375904 "create date:2011/03/08 | first author:Khan NF" 0 0 2011
"145" 436 1 1 1 0 0 0 0 "Time-window bias in case-control studies: statins and lung cancer." "/pubmed/21228697" "Suissa S, Dell'aniello S, Vahey S, Renoux C." "Epidemiology. 2011 Mar;22(2):228-31. doi: 10.1097/EDE.0b013e3182093a0f." "Epidemiology.  2011" "PubMed" "citation" "PMID:21228697" "pubmed" 21228697 "create date:2011/01/14 | first author:Suissa S" 0 0 2011
"146" 437 1 1 1 0 0 0 0 "Treatment patterns in paediatric patients with a new diagnosis of gastroesophageal reflux disease." "/pubmed/21258240" "Ruigómez A, Hungin AP, Lundborg P, Johansson S, Wallander MA, García Rodríguez LA." "Eur J Gastroenterol Hepatol. 2011 Mar;23(3):232-7. doi: 10.1097/MEG.0b013e328343b06e." "Eur J Gastroenterol Hepatol.  2011" "PubMed" "citation" "PMID:21258240" "pubmed" 21258240 "create date:2011/01/25 | first author:Ruigómez A" 0 0 2011
"147" 438 1 1 1 1 1 0 0 "Risk of incident depression in patients with Parkinson disease in the UK." "/pubmed/20722714" "Becker C, Brobert GP, Johansson S, Jick SS, Meier CR." "Eur J Neurol. 2011 Mar;18(3):448-53. doi: 10.1111/j.1468-1331.2010.03176.x. Epub 2010 Aug 16." "Eur J Neurol.  2011" "PubMed" "citation" "PMID:20722714" "pubmed" 20722714 "create date:2010/08/21 | first author:Becker C" 1 1 2010
"148" 440 1 1 1 1 1 1 NA "Incidence, prevalence, and trends of general practitioner-recorded diagnosis of peanut allergy in England, 2001 to 2005." "/pubmed/21236479" "Kotz D, Simpson CR, Sheikh A." "J Allergy Clin Immunol. 2011 Mar;127(3):623-30.e1. doi: 10.1016/j.jaci.2010.11.021. Epub 2011 Jan 13." "J Allergy Clin Immunol.  2011" "PubMed" "citation" "PMID:21236479" "pubmed" 21236479 "create date:2011/01/18 | first author:Kotz D" 1 0 2011
"149" 447 1 1 1 0 0 0 0 "Serum bilirubin and risk of respiratory disease and death." "/pubmed/21325185" "Horsfall LJ, Rait G, Walters K, Swallow DM, Pereira SP, Nazareth I, Petersen I." "JAMA. 2011 Feb 16;305(7):691-7. doi: 10.1001/jama.2011.124." "JAMA.  2011" "PubMed" "citation" "PMID:21325185" "pubmed" 21325185 "create date:2011/02/18 | first author:Horsfall LJ" 0 0 2011
"150" 448 1 1 1 0 0 0 0 "Utility of electronic patient records in primary care for stroke secondary prevention trials." "/pubmed/21299872" "Dregan A, Toschke MA, Wolfe CD, Rudd A, Ashworth M, Gulliford MC; eCRT Research team." "BMC Public Health. 2011 Feb 7;11:86. doi: 10.1186/1471-2458-11-86." "BMC Public Health.  2011" "PubMed" "citation" "PMID:21299872 | PMCID:PMC3041663" "pubmed" 21299872 "create date:2011/02/09 | first author:Dregan A" 0 0 2011
"151" 449 1 1 1 0 0 0 0 "Metformin and the incidence of prostate cancer in patients with type 2 diabetes." "/pubmed/21148757" "Azoulay L, Dell'Aniello S, Gagnon B, Pollak M, Suissa S." "Cancer Epidemiol Biomarkers Prev. 2011 Feb;20(2):337-44. doi: 10.1158/1055-9965.EPI-10-0940. Epub 2010 Dec 10." "Cancer Epidemiol Biomarkers Prev.  2011" "PubMed" "citation" "PMID:21148757" "pubmed" 21148757 "create date:2010/12/15 | first author:Azoulay L" 0 0 2010
"152" 452 1 1 1 0 0 0 0 "Non-cardiovascular drugs that inhibit hERG-encoded potassium channels and risk of sudden cardiac death." "/pubmed/20406763" "van Noord C, Sturkenboom MC, Straus SM, Witteman JC, Stricker BH." "Heart. 2011 Feb;97(3):215-20. doi: 10.1136/hrt.2009.188367. Epub 2010 Apr 20." "Heart.  2011" "PubMed" "citation" "PMID:20406763" "pubmed" 20406763 "create date:2010/04/22 | first author:van Noord C" 0 0 2010
"153" 454 1 1 1 0 0 0 0 "Impact of treatment success on health service use and cost in depression: longitudinal database analysis." "/pubmed/21142289" "Byford S, Barrett B, Despiégel N, Wade A." "Pharmacoeconomics. 2011 Feb;29(2):157-70. doi: 10.2165/11537360-000000000-00000." "Pharmacoeconomics.  2011" "PubMed" "citation" "PMID:21142289" "pubmed" 21142289 "create date:2010/12/15 | first author:Byford S" 0 0 2010
"154" 455 1 1 1 1 0 0 0 "Effect of pay for performance on the management and outcomes of hypertension in the United Kingdom: interrupted time series study." "/pubmed/21266440" "Serumaga B, Ross-Degnan D, Avery AJ, Elliott RA, Majumdar SR, Zhang F, Soumerai SB." "BMJ. 2011 Jan 25;342:d108. doi: 10.1136/bmj.d108." "BMJ.  2011" "PubMed" "citation" "PMID:21266440 | PMCID:PMC3026849" "pubmed" 21266440 "create date:2011/01/27 | first author:Serumaga B" 1 1 2011
"155" 456 1 1 0 0 0 0 0 "Identifying women with suspected ovarian cancer in primary care: derivation and validation of algorithm." "/pubmed/22217630" "Hippisley-Cox J, Coupland C." "BMJ. 2011 Jan 4;344:d8009. doi: 10.1136/bmj.d8009." "BMJ.  2011" "PubMed" "citation" "PMID:22217630 | PMCID:PMC3251328" "pubmed" 22217630 "create date:2012/01/06 | first author:Hippisley-Cox J" 0 0 2012
"156" 458 1 1 1 1 1 0 0 "Changes in hip fracture rate before and after total knee replacement due to osteoarthritis: a population-based cohort study." "/pubmed/20980287" "Prieto-Alhambra D, Javaid MK, Maskell J, Judge A, Nevitt M, Cooper C, Arden NK." "Ann Rheum Dis. 2011 Jan;70(1):134-8. doi: 10.1136/ard.2010.131110. Epub 2010 Oct 26." "Ann Rheum Dis.  2011" "PubMed" "citation" "PMID:20980287" "pubmed" 20980287 "create date:2010/10/29 | first author:Prieto-Alhambra D" 1 1 2010
"157" 461 1 1 1 0 0 0 0 "Epidemiology and impact of multimorbidity in primary care: a retrospective cohort study." "/pubmed/21401985" "Salisbury C, Johnson L, Purdy S, Valderas JM, Montgomery AA." "Br J Gen Pract. 2011 Jan;61(582):e12-21. doi: 10.3399/bjgp11X548929." "Br J Gen Pract.  2011" "PubMed" "citation" "PMID:21401985 | PMCID:PMC3020068" "pubmed" 21401985 "create date:2011/03/16 | first author:Salisbury C" 0 0 2011
"158" 464 1 1 0 0 0 0 0 "Long-term use of fluticasone propionate/salmeterol fixed-dose combination and incidence of cataracts and glaucoma among chronic obstructive pulmonary disease patients in the UK General Practice Research Database." "/pubmed/22003292" "Miller DP, Watkins SE, Sampson T, Davis KJ." "Int J Chron Obstruct Pulmon Dis. 2011;6:467-76. doi: 10.2147/COPD.S14247. Epub 2011 Sep 16." "Int J Chron Obstruct Pulmon Dis.  2011" "PubMed" "citation" "PMID:22003292 | PMCID:PMC3186745" "pubmed" 22003292 "create date:2011/10/18 | first author:Miller DP" 0 0 2011
"159" 467 1 1 0 0 0 0 0 "Antihypertensive treatment after first stroke in primary care: results from the General Practitioner Research Database." "/pubmed/20842045" "Toschke AM, Gulliford MC, Wolfe CD, Rudd AG, Heuschmann PU." "J Hypertens. 2011 Jan;29(1):154-60. doi: 10.1097/HJH.0b013e32833f3897." "J Hypertens.  2011" "PubMed" "citation" "PMID:20842045" "pubmed" 20842045 "create date:2010/09/16 | first author:Toschke AM" 0 0 2010
"160" 469 1 1 1 1 1 0 0 "A comparison of risk stratification schemes for stroke in 79,884 atrial fibrillation patients in general practice." "/pubmed/21029359" "Van Staa TP, Setakis E, Di Tanna GL, Lane DA, Lip GY." "J Thromb Haemost. 2011 Jan;9(1):39-48. doi: 10.1111/j.1538-7836.2010.04085.x." "J Thromb Haemost.  2011" "PubMed" "citation" "PMID:21029359" "pubmed" 21029359 "create date:2010/10/30 | first author:Van Staa TP" 1 1 2010
"161" 471 1 1 0 0 0 0 0 "The effect of hip and knee arthroplasty on oral anti-inflammatory use and the relationship to body mass index: results from the UK general practice research database." "/pubmed/21034838" "Bolland BJ, Culliford DJ, Maskell J, Latham JM, Dunlop DG, Arden NK." "Osteoarthritis Cartilage. 2011 Jan;19(1):29-36. doi: 10.1016/j.joca.2010.10.012. Epub 2010 Oct 27." "Osteoarthritis Cartilage.  2011" "PubMed" "citation" "PMID:21034838" "pubmed" 21034838 "create date:2010/11/03 | first author:Bolland BJ" 0 0 2010
"162" 472 1 1 0 0 0 0 0 "Risk of death and cardiovascular outcomes with thiazolidinediones: a study with the general practice research database and secondary care data." "/pubmed/22164237" "Gallagher AM, Smeeth L, Seabroke S, Leufkens HG, van Staa TP." "PLoS One. 2011;6(12):e28157. doi: 10.1371/journal.pone.0028157. Epub 2011 Dec 2." "PLoS One.  2011" "PubMed" "citation" "PMID:22164237 | PMCID:PMC3229530" "pubmed" 22164237 "create date:2011/12/14 | first author:Gallagher AM" 0 0 2011
"164" 475 1 1 0 0 0 0 1 "The relationship between asthma and depression in primary care patients: a historical cohort and nested case control study." "/pubmed/21698276" "Walters P, Schofield P, Howard L, Ashworth M, Tylee A." "PLoS One. 2011;6(6):e20750. doi: 10.1371/journal.pone.0020750. Epub 2011 Jun 15." "PLoS One.  2011" "PubMed" "citation" "PMID:21698276 | PMCID:PMC3115938" "pubmed" 21698276 "create date:2011/06/24 | first author:Walters P" 0 1 2011
"165" 476 1 1 0 0 0 0 0 "Association between perinatal depression in mothers and the risk of childhood infections in offspring: a population-based cohort study." "/pubmed/21194453" "Ban L, Gibson JE, West J, Tata LJ." "BMC Public Health. 2010 Dec 31;10:799. doi: 10.1186/1471-2458-10-799." "BMC Public Health.  2010" "PubMed" "citation" "PMID:21194453 | PMCID:PMC3022867" "pubmed" 21194453 "create date:2011/01/05 | first author:Ban L" 0 0 2011
"166" 482 1 1 1 0 0 0 0 "Statins and pancreatic cancer risk: a nested case-control study." "/pubmed/20697797" "Bradley MC, Hughes CM, Cantwell MM, Murray LJ." "Cancer Causes Control. 2010 Dec;21(12):2093-100. doi: 10.1007/s10552-010-9628-0. Epub 2010 Aug 10." "Cancer Causes Control.  2010" "PubMed" "citation" "PMID:20697797" "pubmed" 20697797 "create date:2010/08/11 | first author:Bradley MC" 0 0 2010
"169" 490 1 1 1 0 0 0 0 "The inflammatory bowel diseases and ambient air pollution: a novel association." "/pubmed/20588264" "Kaplan GG, Hubbard J, Korzenik J, Sands BE, Panaccione R, Ghosh S, Wheeler AJ, Villeneuve PJ." "Am J Gastroenterol. 2010 Nov;105(11):2412-9. doi: 10.1038/ajg.2010.252. Epub 2010 Jun 29." "Am J Gastroenterol.  2010" "PubMed" "citation" "PMID:20588264 | PMCID:PMC3180712" "pubmed" 20588264 "create date:2010/07/01 | first author:Kaplan GG" 0 0 2010
"171" 496 1 1 1 0 0 0 0 "A comparison of intermediate and long-acting insulins in people with type 2 diabetes starting insulin: an observational database study." "/pubmed/20946269" "Gordon J, Pockett RD, Tetlow AP, McEwan P, Home PD." "Int J Clin Pract. 2010 Nov;64(12):1609-18. doi: 10.1111/j.1742-1241.2010.02520.x. Epub 2010 Oct 4." "Int J Clin Pract.  2010" "PubMed" "citation" "PMID:20946269 | PMCID:PMC3036815" "pubmed" 20946269 "create date:2010/10/16 | first author:Gordon J" 0 0 2010
"172" 498 1 1 1 0 0 0 0 "Cardiovascular and metabolic risk profiles in young and old patients with type 2 diabetes." "/pubmed/20675397" "Gunathilake W, Song S, Sridharan S, Fernando DJ, Idris I." "QJM. 2010 Nov;103(11):881-4. doi: 10.1093/qjmed/hcq135. Epub 2010 Jul 30." "QJM.  2010" "PubMed" "citation" "PMID:20675397" "pubmed" 20675397 "create date:2010/08/03 | first author:Gunathilake W" 0 0 2010
"173" 501 1 1 0 0 0 0 0 "Influenza vaccination, pneumococcal vaccination and risk of acute myocardial infarction: matched case-control study." "/pubmed/20855479" "Siriwardena AN, Gwini SM, Coupland CA." "CMAJ. 2010 Oct 19;182(15):1617-23. doi: 10.1503/cmaj.091891. Epub 2010 Sep 20." "CMAJ.  2010" "PubMed" "citation" "PMID:20855479 | PMCID:PMC2952008" "pubmed" 20855479 "create date:2010/09/22 | first author:Siriwardena AN" 0 0 2010
"174" 502 1 1 1 0 0 0 1 "Do selected drugs increase the risk of lupus? A matched case-control study." "/pubmed/20840450" "Schoonen WM, Thomas SL, Somers EC, Smeeth L, Kim J, Evans S, Hall AJ." "Br J Clin Pharmacol. 2010 Oct;70(4):588-96. doi: 10.1111/j.1365-2125.2010.03733.x." "Br J Clin Pharmacol.  2010" "PubMed" "citation" "PMID:20840450 | PMCID:PMC2950993" "pubmed" 20840450 "create date:2010/09/16 | first author:Schoonen WM" 0 1 2010
"175" 505 1 1 0 0 0 0 1 "Effects of severe mental illness on survival of people with diabetes." "/pubmed/20884949" "Vinogradova Y, Coupland C, Hippisley-Cox J, Whyte S, Penny C." "Br J Psychiatry. 2010 Oct;197(4):272-7. doi: 10.1192/bjp.bp.109.074674." "Br J Psychiatry.  2010" "PubMed" "citation" "PMID:20884949" "pubmed" 20884949 "create date:2010/10/05 | first author:Vinogradova Y" 0 1 2010
"177" 512 1 1 0 0 0 0 0 "Estimation of health care costs as a function of disease severity in people with psoriatic arthritis in the UK." "/pubmed/20581376" "Poole CD, Lebmeier M, Ara R, Rafia R, Currie CJ." "Rheumatology (Oxford). 2010 Oct;49(10):1949-56. doi: 10.1093/rheumatology/keq182. Epub 2010 Jun 26." "Rheumatology (Oxford).  2010" "PubMed" "citation" "PMID:20581376" "pubmed" 20581376 "create date:2010/06/29 | first author:Poole CD" 0 0 2010
"179" 518 1 1 1 0 0 0 0 "Concomitant use of ibuprofen and paracetamol and the risk of major clinical safety outcomes." "/pubmed/20716244" "de Vries F, Setakis E, van Staa TP." "Br J Clin Pharmacol. 2010 Sep;70(3):429-38. doi: 10.1111/j.1365-2125.2010.03705.x." "Br J Clin Pharmacol.  2010" "PubMed" "citation" "PMID:20716244 | PMCID:PMC2949916" "pubmed" 20716244 "create date:2010/08/19 | first author:de Vries F" 0 0 2010
"180" 519 1 1 1 1 1 0 0 "Cause-specific mortality in patients with severe psoriasis: a population-based cohort study in the U.K." "/pubmed/20633008" "Abuabara K, Azfar RS, Shin DB, Neimann AL, Troxel AB, Gelfand JM." "Br J Dermatol. 2010 Sep;163(3):586-92. doi: 10.1111/j.1365-2133.2010.09941.x." "Br J Dermatol.  2010" "PubMed" "citation" "PMID:20633008 | PMCID:PMC2966545" "pubmed" 20633008 "create date:2010/07/17 | first author:Abuabara K" 1 1 2010
"181" 520 1 1 0 0 0 0 0 "Patients with type 2 diabetes mellitus have higher risk for acute pancreatitis compared with those without diabetes." "/pubmed/20649628" "Girman CJ, Kou TD, Cai B, Alexander CM, O'Neill EA, Williams-Herman DE, Katz L." "Diabetes Obes Metab. 2010 Sep;12(9):766-71. doi: 10.1111/j.1463-1326.2010.01231.x." "Diabetes Obes Metab.  2010" "PubMed" "citation" "PMID:20649628" "pubmed" 20649628 "create date:2010/07/24 | first author:Girman CJ" 0 0 2010
"182" 521 1 1 1 1 0 0 0 "Identifying major congenital malformations in the UK General Practice Research Database (GPRD): a study reporting on the sensitivity and added value of photocopied medical records and free text in the GPRD." "/pubmed/20701407" "Charlton RA, Weil JG, Cunnington MC, de Vries CS." "Drug Saf. 2010 Sep 1;33(9):741-50. doi: 10.2165/11536820-000000000-00000." "Drug Saf.  2010" "PubMed" "citation" "PMID:20701407" "pubmed" 20701407 "create date:2010/08/13 | first author:Charlton RA" 1 1 2010
"183" 523 1 1 0 0 0 0 0 "Antithrombotic therapies in patients with heart failure: hypothesis formulation from a research database." "/pubmed/20602345" "Yuan Z, Weinstein R, Zhang J, Cheng M, Griffin G, Zolynas R, Plotnikov AN, Lee MS, Oppenheimer L, Burton P." "Pharmacoepidemiol Drug Saf. 2010 Sep;19(9):911-20. doi: 10.1002/pds.1987." "Pharmacoepidemiol Drug Saf.  2010" "PubMed" "citation" "PMID:20602345" "pubmed" 20602345 "create date:2010/07/06 | first author:Yuan Z" 0 0 2010
"184" 524 1 1 1 0 0 0 0 "Exposure to oral bisphosphonates and risk of esophageal cancer." "/pubmed/20699457" "Cardwell CR, Abnet CC, Cantwell MM, Murray LJ." "JAMA. 2010 Aug 11;304(6):657-63. doi: 10.1001/jama.2010.1098." "JAMA.  2010" "PubMed" "citation" "PMID:20699457 | PMCID:PMC3513370" "pubmed" 20699457 "create date:2010/08/12 | first author:Cardwell CR" 0 0 2010
"185" 527 1 1 0 1 0 0 0 "Estimation of primary care treatment costs and treatment efficacy for people with Type 1 and Type 2 diabetes in the United Kingdom from 1997 to 2007*." "/pubmed/20653753" "Currie CJ, Gale EA, Poole CD." "Diabet Med. 2010 Aug;27(8):938-48. doi: 10.1111/j.1464-5491.2010.03040.x." "Diabet Med.  2010" "PubMed" "citation" "PMID:20653753" "pubmed" 20653753 "create date:2010/07/27 | first author:Currie CJ" 1 1 2010
"186" 528 1 1 0 0 0 0 0 "A longitudinal study into the new and long-term use of self-monitoring blood glucose strips in the UK." "/pubmed/22127668" "Morgan CL, Griffin A, Chamberlain GH, Turkiendorf A, McEwan P, Evans LM, Owens DR." "Diabetes Ther. 2010 Aug;1(1):1-9. doi: 10.1007/s13300-010-0001-9. Epub 2010 Jul 28." "Diabetes Ther.  2010" "PubMed" "citation" "PMID:22127668 | PMCID:PMC3118273" "pubmed" 22127668 "create date:2010/08/01 | first author:Morgan CL" 0 0 2010
"187" 529 1 1 1 0 0 0 0 "Risk of ischemic stroke in patients with Crohn's disease: a population-based nested case-control study." "/pubmed/20014016" "Andersohn F, Waring M, Garbe E." "Inflamm Bowel Dis. 2010 Aug;16(8):1387-92. doi: 10.1002/ibd.21187." "Inflamm Bowel Dis.  2010" "PubMed" "citation" "PMID:20014016" "pubmed" 20014016 "create date:2009/12/17 | first author:Andersohn F" 0 0 2009
"188" 534 1 1 1 1 1 1 1 "Trends in the epidemiology of chronic obstructive pulmonary disease in England: a national study of 51 804 patients." "/pubmed/20594429" "Simpson CR, Hippisley-Cox J, Sheikh A." "Br J Gen Pract. 2010 Jul;60(576):277-84. doi: 10.3399/bjgp10X514729." "Br J Gen Pract.  2010" "PubMed" "citation" "PMID:20594429 | PMCID:PMC2894402" "pubmed" 20594429 "create date:2010/07/03 | first author:Simpson CR" 1 1 2010
"189" 536 1 1 0 0 0 0 0 "Rhythm control agents and adverse events in patients with atrial fibrillation." "/pubmed/20487051" "Taylor CJ, Hodgkinson J, Hobbs FD." "Int J Clin Pract. 2010 Jul;64(8):1069-75. doi: 10.1111/j.1742-1241.2010.02426.x. Epub 2010 May 12." "Int J Clin Pract.  2010" "PubMed" "citation" "PMID:20487051" "pubmed" 20487051 "create date:2010/05/22 | first author:Taylor CJ" 0 0 2010
"190" 539 1 1 1 0 0 0 0 "Measles in the United Kingdom 1990-2008 and the effectiveness of measles vaccines." "/pubmed/20470793" "Jick H, Hagberg KW." "Vaccine. 2010 Jun 23;28(29):4588-92. doi: 10.1016/j.vaccine.2010.04.084. Epub 2010 May 12." "Vaccine.  2010" "PubMed" "citation" "PMID:20470793" "pubmed" 20470793 "create date:2010/05/18 | first author:Jick H" 0 0 2010
"191" 540 1 1 1 0 0 0 0 "Predicting the risk of chronic Kidney Disease in men and women in England and Wales: prospective derivation and external validation of the QKidney Scores." "/pubmed/20565929" "Hippisley-Cox J, Coupland C." "BMC Fam Pract. 2010 Jun 21;11:49. doi: 10.1186/1471-2296-11-49." "BMC Fam Pract.  2010" "PubMed" "citation" "PMID:20565929 | PMCID:PMC2905345" "pubmed" 20565929 "create date:2010/06/23 | first author:Hippisley-Cox J" 0 0 2010
"193" 543 1 1 1 0 1 0 0 "Epidemiology of paediatric immune thrombocytopenia in the General Practice Research Database." "/pubmed/20377590" "Yong M, Schoonen WM, Li L, Kanas G, Coalson J, Mowat F, Fryzek J, Kaye JA." "Br J Haematol. 2010 Jun;149(6):855-64. doi: 10.1111/j.1365-2141.2010.08176.x. Epub 2010 Apr 4." "Br J Haematol.  2010" "PubMed" "citation" "PMID:20377590" "pubmed" 20377590 "create date:2010/04/10 | first author:Yong M" 1 1 2010
"194" 546 1 1 0 0 0 0 0 "Long-term metformin use is associated with decreased risk of breast cancer." "/pubmed/20299480" "Bodmer M, Meier C, Krähenbühl S, Jick SS, Meier CR." "Diabetes Care. 2010 Jun;33(6):1304-8. doi: 10.2337/dc09-1791. Epub 2010 Mar 18." "Diabetes Care.  2010" "PubMed" "citation" "PMID:20299480 | PMCID:PMC2875444" "pubmed" 20299480 "create date:2010/03/20 | first author:Bodmer M" 0 0 2010
"196" 549 1 1 0 0 0 0 0 "Validation of ischemic cerebrovascular diagnoses in the health improvement network (THIN)." "/pubmed/20131328" "Ruigómez A, Martín-Merino E, Rodríguez LA." "Pharmacoepidemiol Drug Saf. 2010 Jun;19(6):579-85. doi: 10.1002/pds.1919." "Pharmacoepidemiol Drug Saf.  2010" "PubMed" "citation" "PMID:20131328" "pubmed" 20131328 "create date:2010/02/05 | first author:Ruigómez A" 0 0 2010
"197" 556 1 1 1 1 1 0 0 "Anaphylaxis epidemiology in patients with and patients without asthma: a United Kingdom database review." "/pubmed/20392483" "González-Pérez A, Aponte Z, Vidaurre CF, Rodríguez LA." "J Allergy Clin Immunol. 2010 May;125(5):1098-1104.e1. doi: 10.1016/j.jaci.2010.02.009. Epub 2010 Apr 14." "J Allergy Clin Immunol.  2010" "PubMed" "citation" "PMID:20392483" "pubmed" 20392483 "create date:2010/04/16 | first author:González-Pérez A" 1 1 2010
"198" 561 1 1 1 0 0 0 0 "Patients with severe psoriasis are at increased risk of cardiovascular mortality: cohort study using the General Practice Research Database." "/pubmed/20037179" "Mehta NN, Azfar RS, Shin DB, Neimann AL, Troxel AB, Gelfand JM." "Eur Heart J. 2010 Apr;31(8):1000-6. doi: 10.1093/eurheartj/ehp567. Epub 2009 Dec 27." "Eur Heart J.  2010" "PubMed" "citation" "PMID:20037179 | PMCID:PMC2894736" "pubmed" 20037179 "create date:2009/12/29 | first author:Mehta NN" 0 0 2009
"199" 562 1 1 0 0 0 0 0 "Chronic obstructive pulmonary disease and the risk of cardiovascular diseases." "/pubmed/20191376" "Schneider C, Bothner U, Jick SS, Meier CR." "Eur J Epidemiol. 2010 Apr;25(4):253-60. doi: 10.1007/s10654-010-9435-7. Epub 2010 Feb 27." "Eur J Epidemiol.  2010" "PubMed" "citation" "PMID:20191376" "pubmed" 20191376 "create date:2010/03/02 | first author:Schneider C" 0 0 2010
"201" 572 1 1 1 1 1 1 0 "Trends in the epidemiology of smoking recorded in UK general practice." "/pubmed/20202355" "Simpson CR, Hippisley-Cox J, Sheikh A." "Br J Gen Pract. 2010 Mar;60(572):e121-7. doi: 10.3399/bjgp10X483544." "Br J Gen Pract.  2010" "PubMed" "citation" "PMID:20202355 | PMCID:PMC2828860" "pubmed" 20202355 "create date:2010/03/06 | first author:Simpson CR" 1 1 2010
"203" 576 1 1 0 0 0 0 0 "Resource implications and budget impact of managing cow milk allergy in the UK." "/pubmed/20092426" "Sladkevicius E, Nagy E, Lack G, Guest JF." "J Med Econ. 2010 Mar;13(1):119-28. doi: 10.3111/13696990903543242." "J Med Econ.  2010" "PubMed" "citation" "PMID:20092426" "pubmed" 20092426 "create date:2010/01/23 | first author:Sladkevicius E" 0 0 2010
"204" 578 1 1 1 1 0 0 0 "Cancer risk in association with Parkinson disease: a population-based study." "/pubmed/19945903" "Becker C, Brobert GP, Johansson S, Jick SS, Meier CR." "Parkinsonism Relat Disord. 2010 Mar;16(3):186-90. doi: 10.1016/j.parkreldis.2009.11.005. Epub 2009 Nov 28." "Parkinsonism Relat Disord.  2010" "PubMed" "citation" "PMID:19945903" "pubmed" 19945903 "create date:2009/12/01 | first author:Becker C" 1 1 2009
"205" 587 1 1 0 0 0 0 0 "Risk for incident atrial fibrillation in patients who receive antihypertensive drugs: a nested case-control study." "/pubmed/20083826" "Schaer BA, Schneider C, Jick SS, Conen D, Osswald S, Meier CR." "Ann Intern Med. 2010 Jan 19;152(2):78-84. doi: 10.7326/0003-4819-152-2-201001190-00005." "Ann Intern Med.  2010" "PubMed" "citation" "PMID:20083826" "pubmed" 20083826 "create date:2010/01/20 | first author:Schaer BA" 0 0 2010
"206" 588 1 1 0 0 0 0 0 "Association of smoking with amyotrophic lateral sclerosis risk and survival in men and women: a prospective study." "/pubmed/20074360" "Alonso A, Logroscino G, Jick SS, Hernán MA." "BMC Neurol. 2010 Jan 14;10:6. doi: 10.1186/1471-2377-10-6." "BMC Neurol.  2010" "PubMed" "citation" "PMID:20074360 | PMCID:PMC2820482" "pubmed" 20074360 "create date:2010/01/16 | first author:Alonso A" 0 0 2010
"207" 593 1 1 0 0 0 0 0 "Risk of Upper Gastrointestinal Bleeding in a Cohort of New Users of Low-Dose ASA for Secondary Prevention of Cardiovascular Outcomes." "/pubmed/21811460" "Cea Soriano L, Rodríguez LA." "Front Pharmacol. 2010;1:126. doi: 10.3389/fphar.2010.00126." "Front Pharmacol.  2010" "PubMed" "citation" "PMID:21811460 | PMCID:PMC3140176" "pubmed" 21811460 "create date:2010/01/01 | first author:Cea Soriano L" 0 0 2010
"208" 594 1 1 0 0 0 0 0 "Temporal trends in hip and knee replacement in the United Kingdom: 1991 to 2006." "/pubmed/20044691" "Culliford DJ, Maskell J, Beard DJ, Murray DW, Price AJ, Arden NK." "J Bone Joint Surg Br. 2010 Jan;92(1):130-5. doi: 10.1302/0301-620X.92B1.22654." "J Bone Joint Surg Br.  2010" "PubMed" "citation" "PMID:20044691" "pubmed" 20044691 "create date:2010/01/02 | first author:Culliford DJ" 0 0 2010
"209" 600 1 1 1 0 1 0 1 "Risk of cardiovascular disease and all cause mortality among patients with type 2 diabetes prescribed oral antidiabetes drugs: retrospective cohort study using UK general practice research database." "/pubmed/19959591" "Tzoulaki I, Molokhia M, Curcin V, Little MP, Millett CJ, Ng A, Hughes RI, Khunti K, Wilkins MR, Majeed A, Elliott P." "BMJ. 2009 Dec 3;339:b4731. doi: 10.1136/bmj.b4731." "BMJ.  2009" "PubMed" "citation" "PMID:19959591 | PMCID:PMC2788912" "pubmed" 19959591 "create date:2009/12/05 | first author:Tzoulaki I" 1 1 2009
"210" 601 1 1 0 0 0 0 0 "Malignancies in the rheumatoid arthritis abatacept clinical development programme: an epidemiological assessment." "/pubmed/19054822" "Simon TA, Smitten AL, Franklin J, Askling J, Lacaille D, Wolfe F, Hochberg MC, Qi K, Suissa S." "Ann Rheum Dis. 2009 Dec;68(12):1819-26. doi: 10.1136/ard.2008.097527. Epub 2008 Dec 3." "Ann Rheum Dis.  2009" "PubMed" "citation" "PMID:19054822 | PMCID:PMC2770103" "pubmed" 19054822 "create date:2008/12/05 | first author:Simon TA" 0 0 2008
