"","code","coding_system","description","entity","list_name","upload_date","BNF_code","BNF_header","drug_substance_name"
"289",30204,"CPRD_product_code","SALBUTAMOL inh caps 200micrograms","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"290",30210,"CPRD_product_code","BECLOMETHASONE inh 250micrograms/actuation [APS]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"291",30212,"CPRD_product_code","SALBUTAMOL CYCLOHALER","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"292",30229,"CPRD_product_code","IPRATROPIUM BROMIDE nebuliser soln 250micrograms/ml [GALEN]","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"293",30230,"CPRD_product_code","SALBUTAMOL breath act inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"294",30238,"CPRD_product_code","BECLOMETHASONE breath act inh 50micrograms/actuation [APS]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"295",30240,"CPRD_product_code","AEROLIN AUTOHALER cfc/free b/act inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"296",30596,"CPRD_product_code","AMINOPHYLLINE mr tab 225mg [ALPHAR/COX]","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","AMINOPHYLLINE"
"297",30649,"CPRD_product_code","EASYHALER BUDESONIDE breath act pwdr inh 400micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"298",3075,"CPRD_product_code","BECOTIDE rcap 400micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"299",31,"CPRD_product_code","VENTOLIN inh 100micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"300",31082,"CPRD_product_code","SALBUVENT respirator soln 5mg/ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"301",3119,"CPRD_product_code","BECLOFORTE INTEGRA inh/compt spacer 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"302",31231,"CPRD_product_code","BECLOMETHASONE DIPROPRIONATE .5 % CRE","drug","38 - asthma_drugs","2014-01-27",0,"",""
"303",314,"CPRD_product_code","INTAL inh","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","SODIUM CROMOGLICATE"
"304",3150,"CPRD_product_code","BECLOMETASONE EXTRAFINE PARTICLE cfc free inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"305",3163,"CPRD_product_code","SALBUTAMOL disc 200micrograms","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"306",31774,"CPRD_product_code","BECLOMETASONE inh 50micrograms/actuation [GEN (UK)]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"307",31845,"CPRD_product_code","SALAPIN syrp 2mg/5ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"308",3187,"CPRD_product_code","CHOLEDYL syrp 62.5mg/5ml","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","CHOLINE THEOPHYLLINATE"
"309",31933,"CPRD_product_code","SALBUTAMOL inh 100micrograms/inhalation [HILLCROSS]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"310",32050,"CPRD_product_code","SALBUTAMOL CYCLOCAPS inh caps 400micrograms [APS]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"311",32102,"CPRD_product_code","SALBUTAMOL tabs 4mg [HILLCROSS]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"312",3220,"CPRD_product_code","QVAR AUTOHALER cfc/free b/act inh 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"313",3254,"CPRD_product_code","SALBULIN tabs 4mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"314",32874,"CPRD_product_code","BECLOMETASONE inh 50micrograms/actuation [ALPHAR/COX]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"315",3289,"CPRD_product_code","FLIXOTIDE inh 25micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"316",32893,"CPRD_product_code","THEOPHYLLINE 100MG/LYSINE 74MG MG TAB","drug","38 - asthma_drugs","2014-01-27",0,"",""
"317",3297,"CPRD_product_code","SALMETEROL disc 50micrograms","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALMETEROL"
"318",3305,"CPRD_product_code","COMBIVENT UDVs neb soln 2.5ml","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"319",3306,"CPRD_product_code","ATROVENT FORTE inh 40micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"320",33089,"CPRD_product_code","SALBUTAMOL inh 100micrograms/inhalation [KENT]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"321",33258,"CPRD_product_code","BECLOMETASONE inh 250micrograms/actuation [HILLCROSS]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"322",33373,"CPRD_product_code","SALBUTAMOL CYCLOCAPS inh caps 200micrograms [APS]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"323",33588,"CPRD_product_code","SALBUTAMOL inh 100micrograms/inhalation [GEN (UK)]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"324",3363,"CPRD_product_code","BECLOFORTE DISKHALER 400micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"325",3374,"CPRD_product_code","KETOTIFEN tabs 1mg","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","KETOTIFEN HYDROGEN FUMARATE"
"326",33817,"CPRD_product_code","SALBUTAMOL cfc free inh 100micrograms/inhalation [ALPHAR/COX]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"327",33849,"CPRD_product_code","BECLOMETASONE inh 100micrograms/actuation [NEOLAB]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"328",3388,"CPRD_product_code","THEOPHYLLINE mr tab 175mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"329",34018,"CPRD_product_code","SALBUTAMOL unit dose neb soln 5mg/2.5ml [GALEN]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"330",34029,"CPRD_product_code","SALBUTAMOL inh caps 400micrograms","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"331",34134,"CPRD_product_code","AEROLIN 400 inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"332",34162,"CPRD_product_code","SALBUTAMOL unit dose neb soln 2.5mg/2.5ml [GALEN]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"333",34310,"CPRD_product_code","SALBUTAMOL cfc free inh 100micrograms/inhalation [HILLCROSS]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"334",34311,"CPRD_product_code","SALBUTAMOL inh 100micrograms/inhalation [BERK]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"335",34315,"CPRD_product_code","BECLOMETASONE inh 250micrograms/actuation [ALPHAR/COX]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"336",34428,"CPRD_product_code","BECLOMETASONE inh 50micrograms/actuation [NEOLAB]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"337",3443,"CPRD_product_code","SALBUTAMOL spacehaler 100micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL"
"338",34618,"CPRD_product_code","SALBUTAMOL tabs 2mg [ALPHAR/COX]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"339",34619,"CPRD_product_code","SALBUTAMOL cfc free inh 100micrograms/inhalation [KENT]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"340",34702,"CPRD_product_code","SALBUTAMOL inh 100micrograms/inhalation [CP PHARM]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"341",34739,"CPRD_product_code","BECLOMETHASONE inh 50micrograms/actuation [APS]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"342",34794,"CPRD_product_code","BECLOMETASONE inh 200micrograms/actuation [HILLCROSS]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"343",34859,"CPRD_product_code","BECLOMETASONE inh 250micrograms/actuation [NEOLAB]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"344",34919,"CPRD_product_code","BECLOMETASONE inh 50micrograms/actuation [HILLCROSS]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"345",34995,"CPRD_product_code","SPIRIVA inh pdr caps+dev 18 micrograms","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","TIOTROPIUM BROMIDE MONOHYDRATE"
"346",35000,"CPRD_product_code","SPIRIVA inh pdr cap (refill) 18 micrograms","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","TIOTROPIUM BROMIDE MONOHYDRATE"
"347",35011,"CPRD_product_code","TIOTROPIUM inh pdr cap (refill) 18 micrograms","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","TIOTROPIUM BROMIDE MONOHYDRATE"
"348",35014,"CPRD_product_code","TIOTROPIUM inh pdr caps+dev 18 micrograms","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","TIOTROPIUM BROMIDE MONOHYDRATE"
"349",3546,"CPRD_product_code","QVAR cfc free inh 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"350",35510,"CPRD_product_code","BUDESONIDE dry pdr inh cart+dev 200micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"351",35522,"CPRD_product_code","BRICANYL inj 500micrograms/1ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"352",35557,"CPRD_product_code","IPRAMOL STERI-NEB unit dose neb soln 500micrograms + 2.5mg/2.5ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"353",3556,"CPRD_product_code","BECLOMETASONE + SALBUTAMOL inh 50micrograms + 100micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL"
"354",35602,"CPRD_product_code","BUDESONIDE dry pdr inh cart ref 200micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"355",35631,"CPRD_product_code","NOVOLIZER BUDESONIDE inh pdr + device 200micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"356",3570,"CPRD_product_code","BUDESONIDE refill canister 200micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"357",35724,"CPRD_product_code","NOVOLIZER BUDESONIDE inh pdr (refill) 200micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"358",35744,"CPRD_product_code","BRICANYL inj 2.5mg/5ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"359",3585,"CPRD_product_code","STERI-NEB CROMOGEN neb soln 10mg/ml","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","SODIUM CROMOGLICATE"
"360",35862,"CPRD_product_code","TERBUTALINE inj 500micrograms/1ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"361",3666,"CPRD_product_code","SERETIDE 500 ACCUHALER","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FLUTICASONE PROPIONATE"
"362",3688,"CPRD_product_code","TILADE mint inh 2mg/inhalation","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","NEDOCROMIL SODIUM"
"363",3743,"CPRD_product_code","FILAIR inh 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"364",37612,"CPRD_product_code","TERBUTALINE unit dose neb soln 2.5mg/ml [GALEN]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"365",37615,"CPRD_product_code","SODIUM CROMOGLICATE inh 1mg/inhalation","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","SODIUM CROMOGLICATE"
"366",3763,"CPRD_product_code","TERBUTALINE RESPULES INH","drug","38 - asthma_drugs","2014-01-27",0,"",""
"367",37791,"CPRD_product_code","IPRATROPIUM BROMIDE inh soln 250micrograms/ml","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"368",3786,"CPRD_product_code","FENOTEROL + IPRATROPIUM BROMIDE inh 100micrograms + 40micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010400,"Compound bronchodilator preparations","IPRATROPIUM BROMIDE"
"369",3787,"CPRD_product_code","ZADITEN tabs 1mg","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","KETOTIFEN HYDROGEN FUMARATE"
"370",38,"CPRD_product_code","BECLOMETASONE inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"371",38097,"CPRD_product_code","SALBUTAMOL CYCLOCAPS 200micrograms [DU PONT]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"372",38120,"CPRD_product_code","THEOPHYLLINE mr tab 500mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"373",3838,"CPRD_product_code","SALBUTAMOL 400MCG/BECLOMETH.100MCG R/CAP INH","drug","38 - asthma_drugs","2014-01-27",0,"",""
"374",38416,"CPRD_product_code","SALBUTAMOL CYCLOCAPS 400micrograms [DU PONT]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"375",38419,"CPRD_product_code","TERBUTALINE syrp 1.5mg/5ml [HILLCROSS]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"376",3927,"CPRD_product_code","FILAIR inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"377",3947,"CPRD_product_code","BECOTIDE rcap 100micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"378",3989,"CPRD_product_code","FLIXOTIDE disc 100micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"379",3993,"CPRD_product_code","FILAIR FORTE inh 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"380",3994,"CPRD_product_code","SALBUTAMOL mr tab 4mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"381",40177,"CPRD_product_code","IPRATROPIUM BROMIDE unit dose neb soln 250micrograms/ml [HILLCROSS]","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"382",4055,"CPRD_product_code","SALBULIN syrp 2mg/5ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"383",40655,"CPRD_product_code","SALBUVENT inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"384",40709,"CPRD_product_code","SALBUTAMOL unit dose neb soln 2.5mg/2.5ml [HILLCROSS]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"385",4100,"CPRD_product_code","INTAL AUTOHALER 5mg/inhalation","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","SODIUM CROMOGLICATE"
"386",41269,"CPRD_product_code","BECLOMETASONE CYCLOCAPS inh caps 400micrograms [APS]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"387",4131,"CPRD_product_code","FLUTICASONE disc 100micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"388",4132,"CPRD_product_code","FLUTICASONE inh 125micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"389",41412,"CPRD_product_code","BECLOMETASONE inh 400micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"390",41549,"CPRD_product_code","SALBUTAMOL tabs 2mg [CP PHARM]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"391",41691,"CPRD_product_code","SALBUTAMOL sf oral soln 2mg/5ml [SANDOZ]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"392",4171,"CPRD_product_code","VENTOLIN tabs 2mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"393",41832,"CPRD_product_code","MONOVENT syrp 1.5mg/5ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"394",4222,"CPRD_product_code","BRICANYL respirator soln 10mg/ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"395",42497,"CPRD_product_code","SALBUTAMOL tabs 8mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL"
"396",42511,"CPRD_product_code","AMINOPHYLLINE inj 25mg/ml [CELLTECH]","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","AMINOPHYLLINE"
"397",4268,"CPRD_product_code","IPRATROPIUM BROMIDE inh 40micrograms/metered inhalation","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"398",42910,"CPRD_product_code","AMINOPHYLLINE inj 250mg/10ml [MARTINDALE]","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","AMINOPHYLLINE"
"399",4306,"CPRD_product_code","BECLOMETHASONE DIPROPRIONATE CART 100 MCG","drug","38 - asthma_drugs","2014-01-27",0,"",""
"400",4365,"CPRD_product_code","BECLOMETASONE disc 100micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"401",4413,"CPRD_product_code","QVAR AUTOHALER cfc/free b/act inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"402",44713,"CPRD_product_code","SALBUTAMOL inh 100micrograms/inhalation [CELLTECH]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"403",4497,"CPRD_product_code","VENTOLIN ACCUHALER 200micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"404",4499,"CPRD_product_code","AEROBEC forte AUTOHALER 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"405",4514,"CPRD_product_code","AMINOPHYLLINE mr tab 350mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","AMINOPHYLLINE"
"406",454,"CPRD_product_code","PULMICORT inh 200micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"407",4541,"CPRD_product_code","BRICANYL SA tabs 7.5mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"408",4545,"CPRD_product_code","PULMICORT LS refill canister 50micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"409",45863,"CPRD_product_code","SALBUTAMOL unit dose neb soln 5mg/2.5ml [GEN (UK)]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"410",4591,"CPRD_product_code","CHOLEDYL tabs 100mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","CHOLINE THEOPHYLLINATE"
"411",4592,"CPRD_product_code","CHOLEDYL tabs 200mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","CHOLINE THEOPHYLLINATE"
"412",4593,"CPRD_product_code","THEOPHYLLINE tabs 125mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"413",4601,"CPRD_product_code","ASMABEC CLICKHALER dry pdr inh 100micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"414",46157,"CPRD_product_code","BECLOMETASONE CYCLOCAPS inh caps 200micrograms [APS]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"415",4634,"CPRD_product_code","STERI-NEB SALAMOL unit dose neb soln 2.5mg/2.5ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"416",4640,"CPRD_product_code","BRICANYL respirator soln 2.5mg/ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"417",4647,"CPRD_product_code","INTAL SYNCRONER 5mg/inhalation","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","SODIUM CROMOGLICATE"
"418",465,"CPRD_product_code","SALMETEROL inh 25micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALMETEROL"
"419",4665,"CPRD_product_code","SALBULIN cfc free inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"420",4688,"CPRD_product_code","FLUTICASONE inh 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"421",4759,"CPRD_product_code","BECLOMETASONE inh caps 100micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"422",4801,"CPRD_product_code","BUDESONIDE neb susp 0.5mg/2ml","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"423",4803,"CPRD_product_code","BECLAZONE inh 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"424",4842,"CPRD_product_code","FENOTEROL inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FENOTEROL HYDROBROMIDE"
"425",4926,"CPRD_product_code","FLIXOTIDE ACCUHALER 100micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"426",4942,"CPRD_product_code","BUDESONIDE neb susp 1mg/2ml","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"427",510,"CPRD_product_code","VENTOLIN respirator soln 5mg/ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"428",5143,"CPRD_product_code","SERETIDE 50 EVOHALER 25micrograms + 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"429",5161,"CPRD_product_code","SERETIDE 125 EVOHALER 25micrograms + 125micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALMETEROL XINAFOATE"
